 ,221475_127,221480_097,221481_338,221519_043,221519_044,221519_058,221622_001,221622_002,221622_007,221622_011,221622_047,221622_061,221644_085,221645_164,221706_070,221706_088,221706_091,221706_133,221714_042,221714_047,221733_033,221733_035,221733_097,221751_063,221751_065,221751_071,221751_085,221751_087,221751_089,221756_065,221757_065,221757_073,221757_074,221757_075,221757_077,221757_078,230105_019,230108_030,230108_032,230109_004,230110_026,230110_028,230110_029,231567_099,231567_123,231568_028,231568_033,231568_034,233795_061,221419_056,221419_061,221424_043,221474_133,221475_105,221706_084,221706_138,221715_001,221751_257,221751_262,221756_084,221757_071,221757_072,230108_031,231568_030,212075_027,220239_169,221220_008,221418_141,221418_142,221419_059,221423_013,221423_014,221423_016,221423_032,221423_040,221423_058,221475_088,221475_109,221475_110,221475_111,221645_178,221706_078,221706_123,221706_142,221714_045,221714_050,221732_099,221733_091,221754_013,231569_020,220239_189,221062_070,221087_105,221423_042,221423_060,221513_074,221517_026,220239_140,221423_059,221423_065,221530_127
="VISli6a",="322.3761",="454.1954",="0",="0",="360.2884",="2.0204",="224.0057",="115.4039",="605.0641",="409.9545",="0",="284.1167",="405.7004",="0",="0",="0",="5.9107",="126.813",="131.0635",="0",="0",="0",="378.617",="298.3578",="404.6986",="0",="149.9394",="0",="5.3138",="0",="0",="321.273",="415.0143",="235.9418",="295.4224",="24.519",="251.2024",="511.452",="801.6534",="63.7352",="0",="0",="150.4629",="520.9335",="0",="287.8952",="0",="435.9833",="0",="256.4951",="309.748",="798.2748",="532.8402",="0",="0",="653.8465",="0",="0",="0",="0",="386.6144",="0",="477.4422",="0",="208.8446",="0",="0",="484.8856",="1097.9612",="815.2758",="82.1983",="1565.2284",="67.2465",="0",="305.1391",="789.3125",="369.8636",="427.3489",="0",="1305.4459",="407.4248",="0",="178.9173",="0",="0",="410.1207",="265.8739",="95.4945",="0",="0",="350.4438",="0",="0",="0",="1226.7253",="785.0259",="0",="0",="1279.9645",="0",="52.0193"
="VISli6b",="20.9299",="0",="0",="0",="105.7952",="0",="287.4073",="41.2234",="302.8252",="71.8066",="8.7407",="0",="0",="295.1465",="0",="0",="146.6809",="0",="18.7628",="0",="0",="0",="0",="0",="108.1965",="0",="0",="0",="0",="313.7046",="0",="374.8166",="0",="0",="0",="76.1031",="264.7031",="0",="0",="0",="318.775",="110.6006",="117.8932",="115.6065",="123.5957",="317.7148",="0",="45.3958",="0",="208.7278",="334.6106",="344.7383",="0",="0",="0",="9.5971",="246.5525",="209.6743",="0",="320.1168",="0",="0",="0",="0",="0",="0",="0",="0",="109.7947",="233.2582",="52.6194",="0",="133.843",="0",="132.3439",="0",="13.9707",="456.6906",="0",="20.1246",="0",="0",="0",="0",="0",="0",="0",="316.2965",="0",="0",="61.5201",="61.9273",="0",="0",="910.8336",="1070.267",="577.4833",="0",="0",="0",="0"
="VISpor2/3",="320.4487",="1131.5175",="0",="5351.7951",="4255.6939",="0",="3440.6536",="292.89660000000003",="5576.354",="1908.8634",="0",="2574.4749",="71.4676",="0",="0",="0",="148.3075",="0",="0",="62.0843",="352.241",="78.0705",="0",="345.0749",="391.1675",="49.1746",="525.5141",="159.9475",="1495.6972",="398.4547",="0",="1013.8712",="43.3217",="0",="104.2562",="184.7389",="0",="310.5521",="0",="393.9382",="799.1016",="9148.479",="624.6924",="612.6375",="0",="2874.4328",="836.6884",="2930.4511",="951.6139",="7798.135700000001",="1588.9837",="799.8426",="267.5922",="3001.0607",="78.1387",="2897.0362",="0",="0",="917.0037",="2288.5999",="549.0969",="1502.7834",="3408.0253",="3299.8705",="0",="0",="0",="910.9052",="3001.2163",="8312.2037",="1818.6751",="0",="363.9079",="0",="832.8011",="0",="623.9098",="352.2051",="1515.1673",="1104.3394",="0",="0",="2543.2191",="3499.9072",="855.8565",="2859.577",="1234.0759",="5157.5401",="5365.2486",="3035.3916",="0",="0",="738.5735",="591.3767",="922.9053",="0",="295.4141",="0",="154.8545",="199.367",="1201.6981"
="TEa1",="2532.7138",="1999.1689",="11490.5462",="1415.1034",="3017.9702",="2221.8493",="2709.815",="5421.1242",="1017.6689",="396.3851",="169.9816",="953.9037",="5040.9669",="2081.6452",="4114.7208",="2.7219",="20382.727899999998",="1586.2577",="1455.0361",="4131.9825",="104.6326",="8145.9698",="1077.6874",="1857.3211",="4499.8505",="2821.3927",="4679.9817",="3530.472",="1787.059",="4692.0189",="2265.3398",="3583.107",="3475.7304",="3145.9037",="4690.6353",="2622.8768",="6713.5999",="720.7393",="0",="7435.166",="4212.5333",="1293.3195999999998",="2099.8947",="1910.2982",="2384.8703",="8827.5314",="844.644",="8201.174200000001",="3287.057",="8220.9873",="7407.6365000000005",="2010.2847000000002",="12013.154600000002",="180.4917",="14460.129",="1229.0657",="8403.7299",="3775.3757",="32508.585",="3372.7226",="5873.6176",="1482.7435",="1232.0238",="5398.1886",="5092.8073",="0",="0",="7293.1394",="6436.4722",="2072.525",="345.1891",="0",="2104.8448",="0",="0",="0",="1538.992",="8497.547",="13535.2694",="8058.9472000000005",="4375.0914",="2932.5748",="9890.6403",="548.4009",="2526.1065",="2029.4907",="6411.2228",="12547.9524",="3246.5824000000002",="22138.3953",="0",="0",="1867.2316",="4057.569",="78.2946",="6608.2762",="12076.5496",="4018.9396",="1649.1369",="737.5234",="15446.7293"
="TEa2/3",="9234.026100000001",="10074.1838",="29053.6524",="8535.2717",="9426.4653",="7959.9726",="18074.0994",="23197.8154",="5702.0654",="1270.372",="1309.187",="3397.695",="9005.179",="6084.528700000001",="4385.0211",="4462.2603",="14841.170000000002",="14244.4435",="8395.3369",="11331.3156",="4337.6802",="6690.8342",="7855.6314",="3942.6801",="10906.6794",="7913.72",="6170.8922",="6143.5468",="5462.4781",="2764.427",="10854.6323",="7581.5871",="11105.989",="5818.8166",="10557.3493",="6971.2324",="11159.4159",="4328.0061",="616.2436",="12196.936099999999",="5957.879",="4795.2294",="4232.6899",="7024.3572",="376.6106",="14763.520499999999",="3832.0083",="11738.394400000001",="8911.8163",="6801.719599999999",="2475.019",="5392.2615000000005",="5116.5652",="2843.4379",="7498.8765",="3751.4413",="3504.8386",="4110.8501",="8306.544699999999",="7229.5335",="3079.9888",="1805.5542",="7803.8428",="9782.6684",="9090.0705",="0",="0",="5503.964",="7201.253900000001",="5935.5779999999995",="1590.1176",="0",="3655.1624999999995",="0",="0",="0",="1890.5464",="11438.6622",="13225.7931",="7889.2901999999995",="9197.6178",="5204.8809",="32511.2583",="2491.2056",="894.2723",="6256.6644",="7708.2633",="4534.1403",="14192.9192",="11212.5906",="0",="0",="1235.9313",="6799.4228",="570.8711000000001",="846.4792",="2236.6417",="0",="1027.197",="1416.6317",="2146.305"
="TEa4",="1458.0445",="4698.062",="12684.3655",="3001.5297",="3080.938",="3031.1516",="9098.1113",="6044.0123",="1918.6113",="1780.1317",="1995.9378",="3127.9839",="5073.5505",="2616.8598",="2866.8288",="2382.1918",="6998.82",="2893.246",="1554.6119",="6330.2692",="2672.996",="4613.6154",="4021.3979",="1068.3243",="5299.388199999999",="2879.7834",="3075.2951000000003",="2416.4202",="3459.879",="1162.9594",="4065.8643",="4256.1297",="4549.6409",="1247.2722",="4199.6267",="2937.079",="4537.7204",="3195.8298",="359.1627",="6487.8475",="4968.5066",="2742.9062",="3799.2057",="1601.6241",="534.3679",="6099.2236",="3757.0736",="5715.2537999999995",="2989.7579",="2858.5796",="5898.182199999999",="2653.2433",="4512.4511",="1497.8495",="4631.857",="6349.2333",="3437.2127",="2374.5161",="5973.1996",="5532.4937",="3425.1351999999997",="3833.4528",="3439.3308",="8031.6665",="3658.0547",="0",="114.2484",="1791.1752",="2316.9661",="1387.102",="627.1421",="0",="708.4301",="0",="0",="0",="915.3110999999999",="2316.9731",="2305.8535",="1607.1233",="3327.0355",="770.6614",="11508.1643",="1850.3781",="733.489",="1775.496",="2502.583",="4128.5662",="4851.2629",="5253.0461000000005",="0",="174.8682",="163.4534",="658.7623",="199.2312",="275.808",="523.9051",="0",="1114.9452",="827.7682",="2390.7379"
="TEa5",="3358.5714",="4901.8195",="7914.0866",="4962.9819",="5231.1979",="8905.6871",="9397.9891",="9937.7364",="3780.804",="3430.4636",="1740.4045",="5733.4573",="5964.59",="6257.8209",="12696.1929",="7686.6405",="10686.389500000001",="8142.4911",="3399.5488",="13412.0936",="5938.4451",="4376.0979",="6244.1926",="5262.5291",="9369.3982",="2009.6529",="6386.0934",="4983.4319",="6232.5852",="6695.5765",="6974.7447",="7058.8212",="3683.113",="6666.0158",="9356.883899999999",="7048.308599999999",="5224.4087",="5782.53",="2016.1735",="5175.3825",="7392.7795",="3493.9773",="4867.9044",="5972.6386",="2284.3332",="7302.9817",="7466.4563",="12391.182999999999",="11720.7349",="6667.974",="6033.812000000001",="10312.7419",="9738.1451",="5974.5307",="9050.1337",="9399.6616",="2374.5504",="8462.0601",="16037.1253",="7931.6831",="5421.468800000001",="6950.2484",="7187.7972",="3180.2496",="13517.0983",="106.1785",="1665.5173",="6575.8472",="9353.6974",="5423.213400000001",="6779.8867",="3006.2265",="4582.3703000000005",="2232.8199999999997",="3996.6292",="4177.8847000000005",="10023.6641",="8516.6219",="7391.000599999999",="11253.8787",="13931.3828",="7011.4329",="20103.5326",="8038.3394",="3533.5937",="10861.6209",="11040.1537",="10342.3071",="9688.973300000001",="13163.670100000001",="5244.1848",="4110.4829",="635.3702",="3736.9091",="6069.5557",="1489.7313",="1946.5477",="1233.8053",="6874.1724",="9344.0719",="18218.9578"
="TEa6a",="487.8656",="218.9678",="825.4603999999999",="167.2817",="1826.0174",="1960.8064",="295.7636",="978.1214",="1611.9888",="0",="159.3866",="564.2739",="244.3436",="882.5917",="871.3196",="692.782",="761.6705",="759.2787",="180.0387",="139.6534",="373.5758",="2415.1724",="777.4529",="675.8213",="386.2265",="490.7905",="373.6729",="983.918",="432.8233",="1690.5414",="405.2844",="159.8619",="920.1658",="1013.4727",="2116.5443999999998",="666.6104",="172.3793",="346.8288",="676.8159",="830.0544",="2035.9124",="182.0672",="1769.4868",="578.2592",="1402.0772",="1009.4142999999999",="1063.3941",="1458.6498000000001",="913.7148",="2066.1798",="1526.0738999999999",="2728.1814",="7175.3832",="638.8534",="2099.6686",="1957.6716999999999",="2699.1193999999996",="2175.2097",="2787.3686",="2293.3921",="5042.4964",="1305.05",="1715.0528",="260.8586",="3088.0103",="385.9602",="1367.4976",="846.2743",="4083.9826",="2176.2188",="6846.3287",="7154.2717",="9999.1052",="839.1586",="3093.5938",="9321.962300000001",="5530.7127",="1306.9148",="3815.9737",="5749.197399999999",="2312.53",="4786.6703",="3183.2893",="2185.4725",="486.3129",="7093.8985",="7079.0999",="1890.3731000000002",="5164.0548",="1930.787",="14211.8992",="4630.112",="5639.7971",="4630.9009",="11985.5493",="1998.8876",="1283.1744",="421.6047",="3661.2821",="1203.5962",="4241.8568"
="TEa6b",="92.7399",="51.957",="47.3032",="39.6346",="94.9588",="265.2626",="289.3773",="299.7191",="0",="0",="43.2479",="11.3824",="50.4667",="241.0581",="142.4664",="196.3712",="457.9569",="145.9746",="174.0734",="0",="122.0143",="515.4019",="536.7261",="40.6529",="66.5494",="52.4715",="40.3277",="315.9661",="61.5142",="256.2015",="754.449",="210.1898",="174.8661",="948.9023",="611.4421",="119.7107",="243.6512",="64.7389",="54.4014",="773.2856999999999",="446.9129",="0",="555.993",="113.7741",="280.1736",="89.33510000000001",="103.3494",="577.6023",="205.6377",="432.2373",="1085.8169",="391.7562",="956.5081",="756.2056",="392.8161",="337.3508",="555.3140000000001",="227.39589999999998",="418.85220000000004",="1290.3243",="1070.825",="1433.4211",="297.933",="240.223",="1087.8581",="300.422",="1520.051",="40.4829",="232.7494",="67.4882",="773.2344",="373.9403",="3277.0764",="860.7522",="1083.271",="528.7038",="1106.5192",="2043.527",="1202.624",="370.85360000000003",="49.113",="82.5526",="422.17170000000004",="469.3778",="580.3152",="675.9799",="578.5753",="1007.3172999999999",="1647.9584",="820.0603",="1326.1019",="425.8132",="0",="521.1795",="1531.1116000000002",="1230.151",="1339.2733",="370.9549",="399.4127",="274.6619",="453.6705"
="ECT1",="134.4051",="0",="690.1377",="0",="0",="257.1171",="0",="0",="0",="0",="0",="0",="0",="85.9309",="1311.5657",="0",="2227.4946",="0",="0",="243.5244",="50.191",="7818.3914",="573.7678",="0",="500.6961",="0",="0",="0",="0",="0",="158.031",="0",="0",="55.0345",="0",="656.5398",="0",="0",="0",="0",="688.7243",="0",="0",="0",="739.8527",="132.8424",="121.2788",="274.9065",="0",="0",="328.3007",="0",="8124.947399999999",="0",="1877.3812",="1750.2079",="0",="299.8925",="9235.9957",="1239.6064",="4076.7598",="2371.0903",="0",="1383.6334",="247.7871",="0",="0",="0",="723.9249",="1534.6254",="0",="0",="392.10900000000004",="0",="0",="0",="0",="229.4466",="1143.5267",="154.6546",="13.4652",="61.1946",="2143.7442",="1946.4089",="0",="0",="316.5537",="11059.9268",="649.1145",="6688.3025",="0",="0",="2210.813",="126.1133",="0",="0",="80.7453",="0",="295.7399",="0",="4331.5951"
="ECT2/3",="2112.8444999999997",="0",="2515.7422",="0",="0",="1708.5924",="1487.4676",="25.1961",="0",="0",="0",="138.9521",="0",="2036.2381",="758.0944",="2207.0228",="3072.321",="4752.3608",="0",="2721.5076",="2025.0126",="5895.0277",="2016.4944",="0",="485.182",="0",="0",="0",="206.4592",="0",="2332.464",="0",="0",="610.8806",="0",="2315.1976",="0",="0",="0",="0",="2332.9811",="0",="0",="99.4079",="0",="252.1593",="1392.3507",="577.4444",="7.8438",="2319.0665",="13.0722",="0",="2176.1669",="835.4971",="2759.2598",="4288.5936",="182.8524",="1355.7688",="4443.8159000000005",="2831.7768",="3790.871",="7632.3297",="0",="1437.9972",="1272.9251",="0",="0",="0",="1639.5230999999999",="1013.7457999999999",="81.6988",="0",="1735.6634000000001",="0",="0",="0",="0",="144.4444",="1251.4841000000001",="1374.0249",="526.1688",="2002.596",="16214.245599999998",="4020.394",="0",="735.6418",="2645.5878",="4131.2209",="14574.7928",="3213.4874",="0",="353.4474",="2748.9699",="2198.281",="0",="0",="0",="0",="0",="0",="1293.9943"
="ECT5",="420.6546",="0",="910.7054",="0",="0",="1101.5752",="672.2177",="0",="0",="0",="0",="371.5938",="0",="2242.8247",="3030.9643",="2531.7624",="767.5128",="2987.0011",="0",="6273.309",="2276.6933",="871.1567",="60.4007",="2095.1994",="234.66",="0",="0",="354.1537",="0",="0",="1619.0738",="0",="0",="626.3275",="0",="600.8773",="0",="0",="0",="0",="76.5138",="0",="0",="3077.1333",="0",="124.4486",="1433.6814",="782.4802",="462.5996",="719.201",="0",="1876.1312",="595.8742",="1055.8603",="508.7606",="2313.1275",="370.074",="70.48490000000001",="4895.1302",="835.5946",="4773.7903",="4307.1331",="0",="1883.2565",="82.2159",="0",="49.0586",="36.5284",="803.1496999999999",="197.7974",="335.1231",="40.1201",="2157.0338",="0",="256.3074",="53.1063",="0",="1596.0897",="1533.2961",="838.9407",="202.9502",="4288.8313",="8225.0821",="2972.2712",="1230.5268",="610.6767",="2636.8224",="1611.1308",="4303.6018",="924.6223",="1265.63",="1822.502",="1620.3535",="1514.8139",="8.4154",="0",="0",="0",="0",="0",="4462.841"
="dhc",="301.1761",="0",="656.6423",="1471.358",="0",="0",="962.7611",="309.1658",="0",="0",="0",="362.33529999999996",="0",="11.487",="0",="0",="926.9002",="0",="0",="0",="0",="679.5307",="0",="0",="46.2404",="0",="0",="0",="0",="0",="774.5203",="575.6895",="0",="0",="979.7149",="2120.1524",="0",="0",="0",="758.7161",="0",="1260.187",="0",="0",="0",="1715.3985",="0",="1722.3056000000001",="0",="616.7321",="391.26",="0",="670.9852999999999",="958.2788",="0",="0",="206.4866",="1841.4678999999999",="1083.0918000000001",="401.821",="2232.9163",="1273.8844",="0",="0",="0",="0",="0",="0",="684.7236",="398.7269",="78.8915",="0",="29.55",="2054.0251",="1397.7557",="0",="660.5259",="1394.3393",="706.8498999999999",="0",="0",="0",="351.0704",="0",="1106.0036",="0",="0",="0",="127.1755",="1158.3319",="157.4132",="1030.5837",="0",="0",="841.3995",="0",="0",="0",="0",="0",="0"
="fp",="5524.763",="4693.2",="5281.4082",="6899.4947",="56.1381",="299.6734",="1697.4505",="6377.0913",="3112.5640999999996",="1257.9136",="477.22839999999997",="4860.347400000001",="3166.8591",="4009.2794",="16.7722",="436.0845",="7320.387699999999",="2664.0323",="2355.3028",="0",="0",="5606.4137",="0",="1171.3198",="6544.9400000000005",="2568.8523",="6815.1653",="160.7477",="3830.022",="191.9676",="3507.8257999999996",="5487.586",="556.3224",="1763.4114",="6244.0532",="5353.6841",="0",="3861.5689",="4706.7563",="2021.9205000000002",="737.1031",="4547.3987",="6989.4601",="670.5404",="167.5568",="6275.006600000001",="0",="7072.2219000000005",="0",="6449.9872",="6252.0131",="3765.6432999999997",="7608.8171999999995",="2505.7056",="701.7931",="5093.8094",="5488.849700000001",="5609.5826",="3548.9856",="6524.265299999999",="8125.7908",="7661.4395",="47.8138",="3574.3513",="0",="0",="0",="2612.8939",="4515.1345",="7199.244199999999",="7188.2942",="2785.1672",="8155.3699",="6180.8747",="6829.084699999999",="4458.4382000000005",="5295.2059",="6197.3556",="6009.640600000001",="6359.3211",="3650.7979",="0",="5292.101000000001",="284.4709",="7465.4702",="9.6676",="872.8711",="4002.3854",="5600.4857",="4639.2851",="3934.5280999999995",="2491.9767",="0",="1510.6717",="6810.0645",="0",="86.0165",="0",="16.3813",="62.3691",="0"
="ccs",="2242.3639000000003",="1102.4193",="2412.389",="687.7326",="0",="0",="883.8555000000001",="1443.176",="1591.2375",="0",="866.8129",="1478.2692",="901.2289",="1299.917",="0",="0",="466.6687",="2434.7893999999997",="0",="0",="0",="515.7624",="0",="0",="1350.9892",="0",="792.1116",="0",="3105.3358",="0",="41.2576",="561.7691",="0",="279.1214",="977.3798999999999",="273.0557",="0",="91.4061",="2521.5004",="124.9114",="0",="0",="1215.599",="130.9625",="366.9766",="220.74290000000002",="0",="266.42",="0",="2857.4807",="1402.9749000000002",="1547.8127",="1162.4296",="3326.6088",="0",="1741.1669000000002",="1535.0872",="1651.8102000000001",="3718.9309",="1024.8309",="1913.1953999999998",="1062.3458",="0",="0",="0",="0",="352.6577",="428.0501",="1825.8029",="1611.2089",="1385.1844999999998",="0",="1617.0103",="1051.7712000000001",="881.1772000000001",="1519.7188999999998",="1325.8498",="2139.3364",="1670.3055",="3607.3188",="0",="388.148",="2156.4951",="318.26",="1272.8727",="0",="0",="269.4122",="2545.8845",="2678.7914",="2421.0271",="4377.5563",="0",="278.3537",="2816.1378999999997",="0",="0",="0",="0",="0",="0"
="or",="2753.4322",="2417.8057",="3211.2452000000003",="1255.987",="761.4122",="606.72",="4987.0947",="2242.1903",="3878.8617999999997",="1413.9946",="2788.6264",="1714.701",="604.8426",="2461.111",="1708.3112",="2586.6726",="3117.5060999999996",="1447.1683",="1307.6676",="0",="252.4086",="2686.0644",="1035.0254",="1444.7679",="3756.2117",="1300.7566",="1478.5554",="426.4219",="356.1479",="893.7207",="4372.418900000001",="1717.435",="3123.9084",="1899.2285",="1039.5872",="4341.0999",="2611.1238",="529.9344",="2962.3451",="2497.0031000000004",="752.8361",="1900.9847",="3570.4507",="2692.7594",="2270.5486",="3450.0267",="927.4156",="2256.8217",="1186.8567",="5579.594800000001",="4226.1997",="5049.3428",="5598.646699999999",="6637.0268",="6995.2299",="2737.0703",="5388.9244",="5381.9133",="2902.6258",="2065.1265",="3545.9970000000003",="4381.5641000000005",="467.033",="2254.3391",="78.5913",="2472.2138",="1060.2538",="3489.0772",="11078.820800000001",="4650.6751",="7720.3418",="7037.6866",="4846.1212",="3565.2123",="2008.9131",="2764.4264000000003",="4183.2459",="7814.8069",="8379.9248",="6234.9484",="1681.0722",="1993.6096",="4605.0713",="1240.0034",="3511.12",="1685.5192",="1610.9701",="2326.2775",="4908.0738",="5808.7578",="4204.089",="4189.6251",="903.2714",="3236.3998",="6023.1659",="241.5511",="1027.3363",="10.5277",="970.8066",="1207.127",="0"
="ar",="212.71",="0",="473.9751",="0",="820.928",="1110.3359",="206.4306",="288.5267",="336.5309",="0",="0",="276.1422",="0",="287.9336",="1205.687",="944.1332",="1374.0511000000001",="868.8784",="0",="0",="0",="282.9848",="104.5892",="35.5059",="730.5514",="589.1928",="1025.597",="0",="0",="186.4429",="1086.0013",="115.9489",="1010.8525",="25.3981",="468.7253",="0",="44.128",="0",="0",="47.8948",="0",="0",="372.899",="813.6023",="1409.3276",="963.0488",="27.0667",="752.2759",="0",="334.95919999999995",="196.5448",="1936.2076000000002",="1075.614",="633.3172",="551.655",="1001.5922",="1220.6689000000001",="1157.5575",="2018.0839999999998",="2098.4452",="463.2206",="541.264",="158.4371",="245.0491",="0",="37.0093",="562.8928",="399.9213",="953.1453",="888.6836000000001",="596.9822",="240.768",="630.9075",="1116.1304",="425.23979999999995",="259.808",="1403.5387",="2546.6073",="1004.7148",="3176.6542",="0",="2390.81",="3984.5601",="820.4954",="345.6099",="81.2583",="669.9927",="755.5661",="1923.5647000000001",="944.2437",="1419.9521",="405.3116",="0",="89.5946",="1793.4079",="398.7476",="1159.7969",="481.9103",="602.9442",="609.3254",="38.6521"
="scwm",="109.7674",="0",="0",="73.4454",="0",="0",="795.4467",="321.6013",="331.2771",="0",="740.0015000000001",="368.5492",="8.6139",="1061.7245",="23.998",="0",="47.4321",="38.3796",="0",="0",="468.8489",="717.9966000000001",="157.9486",="755.1689",="576.972",="133.4649",="109.0827",="0",="262.861",="0",="1539.4471",="830.8538000000001",="535.5126",="0",="0",="0",="660.9032",="53.1096",="192.455",="746.6595",="92.0417",="408.7769",="0",="0",="102.3381",="0",="0",="53.5731",="308.7946",="7.1305",="492.0538",="425.22749999999996",="312.87420000000003",="833.6414",="9.2712",="442.1131",="5.7569",="346.1087",="153.049",="1389.3618999999999",="747.2089",="60.0441",="0",="209.7258",="250.2224",="2455.5723",="0",="1366.3431",="459.4848",="25.8172",="0",="1204.8125",="131.7506",="298.8716",="1610.0362",="547.4938",="1252.9731",="24.0796",="1242.6977000000002",="636.1561",="0",="542.3319",="507.1191",="0",="334.4933",="0",="434.7941",="247.9674",="7.8444",="0",="144.0195",="842.4629",="101.4757",="80.3804",="411.5521",="0",="0",="0",="0",="0",="5.8409"
