 ,221478_836,221481_220,221481_226,221481_558,221481_607,221701_063,221701_064,221701_065,221701_066,221751_096,230110_031,231570_001,231570_007,233668_074,233668_079,233668_082,233668_083,233668_084,233668_085,233668_086,233668_087,233668_088,233668_089,233668_090,233668_091,233668_092,233668_093,233795_037,233795_038,233795_039,233795_040,233795_041,233795_042,233795_043,233795_045,233795_046,233795_048,233795_049,233795_050,233795_053,233795_055,233795_082,233795_128,233795_135,221481_221,221481_223,221481_225,221481_550,221481_593,221481_603,221481_604,221481_606,230061_041,231686_052,231686_053,231686_054,231686_055,221225_002,221225_007,221367_245,221426_079,221481_222,221713_001,231686_056,231687_019,231687_020,233667_287,233667_288,221065_092,221065_093,221424_044,221426_076,221225_001,221225_003,221225_004,221225_005,221225_006,221225_008,221225_011,221225_012,221225_013,221225_014,221225_017,221225_019,221225_020,221226_008,221226_009,221226_016,221226_025,221226_026,221424_042,231687_022,221513_058,221516_004,221516_010,231687_033,233281_010,233281_119,233281_121
="TEa6a",="0",="0",="0",="0",="0",="0",="948.091",="0",="1608.9779",="0",="0",="0",="0",="229.8294",="798.0448",="303.7838",="0",="489.2206",="175.7357",="539.3423",="609.2519",="681.111",="0",="191.0508",="0",="919.3853",="509.9635",="553.5972",="116.0687",="0",="0",="0",="0",="0",="266.6722",="0",="0",="65.2942",="0",="815.5792",="0",="439.4781",="0",="0",="0",="0",="0",="537.101",="318.684",="0",="1948.2252",="0",="63.0655",="412.7375",="0",="0",="637.844",="0",="0",="2962.8994",="0",="803.7068",="0",="0",="28.7323",="526.3328",="0",="464.8804",="0",="345.9868",="1425.5157",="2175.2478",="572.9923",="0",="488.9473",="0",="41.679",="109.2253",="330.2379",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="0",="0",="0",="0",="0",="0",="457.3101",="0",="0",="0",="0",="0",="101.6088",="249.7732",="114.2627",="112.6985",="0",="60.5773",="51.2404",="969.9171",="182.8745",="436.1726",="0",="62.0485",="0",="0",="122.5213",="247.258",="0",="0",="0",="0",="0",="0",="334.8339",="0",="0",="0",="0",="138.9311",="0",="33.9836",="78.2804",="0",="0",="0",="0",="0",="504.6756",="0",="58.8457",="0",="225.0739",="688.8696",="0",="0",="398.699",="0",="0",="439.6576",="0",="0",="0",="0",="15.5777",="0",="0",="314.1397",="0",="0",="652.3944",="0",="150.7535",="0",="82.4508",="0",="2.4057",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="394.6954",="0",="0",="0",="0",="0"
="VISrl6a",="0",="0",="0",="0",="0",="0",="0",="1480.1322",="278.588",="251.3874",="0",="239.296",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="443.0515",="0",="0",="0",="0",="0",="0",="175.7056",="0",="0",="0",="0",="0",="0",="149.9025",="0",="0",="0",="560.3478",="0",="0",="0",="0",="0",="231.8192",="0",="0",="0",="0",="278.7673",="0",="0",="0",="0",="0",="0",="0",="0",="0",="174.6879",="589.2338",="0",="0",="0",="593.6453",="0",="0",="0",="0",="0",="0",="0",="557.0349",="906.9301",="0",="0",="0",="283.0316",="0",="0",="0",="0",="0",="0",="228.5665",="0",="1431.7475",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="0",="0",="345.3191",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="202.2838",="0",="0",="0",="0",="1053.4322",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.24",="0",="0",="0",="0",="0",="0",="649.0599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6b",="0",="0",="0",="0",="0",="0",="0",="0",="480.0554",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="82.0155",="123.7924",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.3717",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="37.356",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="0",="0",="0",="0",="0",="0",="0",="0",="208.4623",="0",="0",="0",="0",="87.2859",="61.0078",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="306.523",="0",="0",="0",="0",="0",="0",="0",="3618.6452",="2866.6424",="72.5189",="0",="0",="0",="0",="0",="730.2943",="1992.0457",="4047.3571",="0",="0",="0",="70.2878",="0",="0",="0",="0",="0",="534.6512",="0",="0",="0",="0",="0",="0",="1226.3666",="0",="0",="74.6644",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="94.8828",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.877",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.0262",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="200.2206",="0",="0",="0",="297.0042",="0",="0",="0",="0",="0",="0",="2493.4492",="0",="0",="0",="230.2766",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1822.3795",="0",="0",="2902.7296",="1160.4625",="6021.1574",="2634.0264",="3883.6537",="5823.254",="6945.36",="9732.3075",="860.3728",="0",="0",="2240.5548",="0",="0",="4155.8905",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1474.9656",="0",="2321.4043",="0",="7000.427",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3843.6523",="0",="0",="0",="2322.4186",="0",="0",="0",="0",="0",="0",="4242.0296",="0",="0",="0",="2208.4116",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3608.3723",="0",="0",="5997.389",="5532.1057",="14164.8844",="5804.6928",="10290.4738",="8851.271",="18265.694",="7954.3277",="3852.2441",="0",="0",="4245.8082",="0",="0",="3493.9207",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5843.5918",="0",="5563.6219",="337.6626",="12251.0902",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5687.2464",="0",="0",="0",="658.1889",="0",="0",="0",="0",="0",="0",="1174.8486",="0",="0",="0",="2146.3097",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="538.8857",="0",="0",="1831.5979",="1695.505",="6802.1169",="1307.004",="7135.5878",="6076.6775",="7594.1933",="6075.5642",="1566.7843",="0",="0",="2293.0758",="0",="0",="1776.8062",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2237.3682",="0",="1994.4429",="1727.1578",="3269.3608",="0",="40.9643",="0",="0",="0",="0",="0",="0",="0",="228.1226",="0",="0",="0",="732.2388",="0",="0",="32.5763",="0",="0",="0",="380.6721",="0",="0",="0",="419.8287",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="88.4955",="0",="0",="0",="0",="0",="0",="0",="1.5782",="0",="38.8583",="0",="0",="0",="0",="0",="121.3424",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="696.7683",="0",="0",="0",="0",="0",="844.1512",="0",="0",="0",="6882.2927",="0",="0",="0",="0",="0",="0",="9297.065",="0",="0",="0",="938.8893",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="175.6726",="0",="0",="0",="3061.4677",="229.3341",="298.0265",="370.7393",="4516.1334",="43.8854",="3958.7131",="0",="0",="0",="605.1232",="0",="568.2434",="197.5604",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="49.493",="0",="529.2032",="330.8821",="0",="0",="0",="0",="370.5232",="23.5891",="0",="0",="0",="0",="63.9002",="0",="0",="0",="2781.3313",="0",="0",="0",="0",="0",="0",="5128.7258",="0",="0",="0",="3762.0842",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="579.5359",="146.2857",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="370.1697",="0",="0",="0",="0",="712.2803",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="114.1626",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="238.5007",="579.2476",="0",="0",="0",="0",="0",="0",="0",="0",="356.2195",="0",="0",="0",="0",="0",="0",="0",="493.3159",="0",="0",="639.0916",="0",="712.972",="0",="173.8632",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.229",="0",="0",="0",="0",="0",="0",="265.9087",="0",="0",="0",="0",="0",="0",="72.106",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SEZ",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.7175",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="139.9326",="0",="133.5128",="1195.3693",="1933.3957",="305.5992",="359.2715",="0",="119.3237",="0",="185.1921",="0",="0",="1480.5234",="0",="0",="0",="0",="0",="0",="650.2727",="0",="0",="799.735",="0",="0",="0",="0",="0",="0",="65.5441",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="162.0989",="0",="0",="0",="0",="0",="0",="0",="0",="149.286",="0",="223.0608",="0",="0",="0",="0",="258.8568",="363.1708",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="123.2514",="0",="82.0848",="0",="34.2155",="0",="0",="0",="0",="0",="210.5948",="0",="0",="121.8072",="192.5721",="0",="50.5918",="0",="0",="0",="0",="266.8246",="0",="0",="0",="0",="0",="0",="0",="0",="149.519",="0",="35.4598",="0",="30.3422",="0",="0",="49.3365",="0",="0",="0",="0",="35.9838",="0",="0",="65.4411",="260.6012",="0",="1374.7176",="0",="0",="0",="0",="0",="0"
="alv",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="318.3707",="0",="254.0308",="0",="6.4437",="0",="36.9902",="0",="0",="0",="0",="0",="0",="0",="65.2872",="0",="562.0775",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="316.7673",="0",="725.1913",="0",="348.5526",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12.3171",="0",="404.3221",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="83.6863",="0",="66.5667",="306.063",="0",="0",="562.324",="4.4077",="0",="108.1604",="344.9558",="0",="0",="863.455",="421.2896",="0",="362.0802",="0",="0",="0",="0",="0",="0",="0",="0",="1.4786"
="LA",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1618.0531",="1312.8121",="1684.3009",="0",="0",="0",="0",="1477.2059",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="84.2415",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="192.0035",="0",="4.7853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="144.8591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ar",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1275.0861",="274.6459",="0",="247.4065",="0",="242.6087",="136.9829",="431.2128",="13.1568",="481.1123",="0",="200.018",="0",="1036.2724",="259.8661",="85.2137",="0",="0",="0",="0",="0",="0",="236.3504",="0",="0",="0",="0",="768.6991",="0",="119.8069",="403.6",="0",="0",="0",="0",="0",="238.2302",="0",="74.1457",="0",="89.2366",="982.5546",="567.5672",="0",="98.8468",="0",="627.278",="0",="0",="0",="0",="320.2337",="523.4813",="0",="0",="1039.1733",="370.5718",="0",="232.0391",="0",="668.0551",="629.8681",="225.265",="542.8172",="446.2753",="411.5551",="365.5221",="439.2255",="252.9738",="337.8377",="747.0137",="413.8504",="450.6058",="300.7382",="0",="521.8719",="272.6612",="89.0364",="999.1204",="193.4247",="654.7743",="879.4335",="757.594",="548.2361",="2219.5583",="119.1471",="1299.0188"
="amc",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="191.9",="0",="129.8848",="157.2911",="0",="0",="0",="547.5664",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1070.8523",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1231.0575",="0",="686.1571",="539.984",="2365.9703",="1119.9503",="816.6497",="771.0577",="0",="0",="0",="1027.9829",="0",="0",="1629.0066",="0",="549.9622",="0",="0",="0",="0",="0",="0",="0",="0",="766.691",="0",="1083.3547",="258.1445",="768.803",="0",="162.0085",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1664.5609",="0",="0",="1053.1724",="0",="0",="0",="459.9069",="0",="0",="0",="799.6756",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1368.7933",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="192.9744",="334.6417",="348.8935",="0",="259.7855",="16.9645",="0",="19.8104",="0",="0",="87.6144",="237.1501",="0",="0",="0",="544.4399",="593.1459",="0",="482.4599",="6.007",="1481.6342",="88.3427",="353.1909",="0",="0",="0",="0",="373.1033",="737.5411",="312.4968",="14.5559",="0",="4636.6892",="3737.8536",="7068.9914",="9038.129",="158.7137",="2065.2444",="112.4533",="0",="1115.2231",="0",="0",="0",="175.3683",="101.3031",="0",="0",="0",="0",="0",="147.7086",="0",="285.7798",="55.116",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2748.7486",="0",="0",="0",="0",="0",="0",="0",="0",="0",="749.803",="502.2267",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="748.703",="258.55",="525.1713",="0",="248.9752",="106.0361",="95.0897",="29.3923",="271.1631",="0",="75.2961",="0",="0",="0",="0",="274.038",="4.808",="0",="996.7572",="36.5412",="121.7367",="0",="0",="0",="99.2792",="0",="0",="0",="303.759",="240.0958",="0",="0",="431.471",="20.1773",="356.51210000000003",="0",="0",="115.2663",="108.4641",="0",="954.1146",="0",="75.3066",="0",="0",="128.9226",="0",="0",="141.9254",="0",="0",="253.5506",="179.6257",="337.6864",="19.8361",="101.8824",="0",="0",="0",="0",="0",="0",="0",="294.1493",="69.5837",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.4205",="0",="0",="0",="0",="0",="0",="0",="0",="0",="562.5946",="0"
="RSPagl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="46.7414",="36.2304",="0",="0",="0",="1924.4976",="0",="0",="0",="0",="0",="514.4583",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19.8542",="0",="383.5666",="0",="16.481",="0",="0",="0",="255.4674",="369.3639",="392.4398",="806.566",="0",="0",="0",="0",="177.364",="333.3382",="0",="0",="0",="0",="0",="724.5880999999999",="0",="308.6891",="0",="1695.9345",="1306.307",="1233.9333000000001",="1100.0074",="401.5379",="4387.7028",="0",="4000.7133",="12.7444",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="100.4038",="0",="0",="0",="0",="0",="0",="0"
="PERI2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="241.1773",="0",="0",="0",="1072.7016",="0",="331.1009",="1863.8401",="371.417",="0",="0",="443.7301",="0",="0",="1409.394",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="96.1806",="0",="0",="0",="0",="0",="0",="0",="0",="0",="78.5148",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2192.2988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="352.4078",="0",="0",="0",="1661.1186",="0",="1269.1703",="1350.8788",="543.7935",="0",="0",="540.6185",="0",="0",="1273.3418",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4138.3784",="0",="0",="0",="0",="0",="0",="0",="0",="0",="327.7174",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="396.5889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.6766",="0",="50.0336",="0",="1211.1516",="0",="0",="0",="95.8448",="0",="0",="237.3872",="0",="0",="12.8054",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="132.0281",="275.1685",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="95.402",="0",="0",="0",="795.0707",="0",="69.5508",="539.7404",="352.1708",="0",="0",="0",="0",="0",="207.0852",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="941.2862",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.9814",="0",="0",="0",="6212.9222",="0",="1269.5185",="3637.7227",="4591.1251",="0",="0",="120.7036",="0",="0",="2180.5691",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1111.9532",="420.7602",="0",="0",="0",="0",="0",="0",="0",="0",="0",="38.9983",="0",="0",="0",="0",="0",="0",="147.2062",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="BLAa",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3415.1076",="0",="0",="0",="0",="0",="5833.6005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14109.8097",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="BLAp",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2765.7231",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="591.0737",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDp6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="632.3514",="0",="0",="0",="0",="0",="542.9942",="165.3141",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="7.8099",="0",="0",="0",="493.4002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="515.3773",="0",="0",="0",="0",="1106.0935",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="551.0988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="33.3415",="134.6283",="0",="40.9195",="0",="52.6638",="0",="0",="113.7961",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="68.2816",="80.1379",="12.9117",="0",="0",="0",="0",="559.5889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="60.5162",="0",="0",="0",="51.2673",="0",="80.3361",="0",="0",="195.7507",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="39.1313",="0"
="RSPd1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="328.4575",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.108",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="20.7499",="0",="0",="0",="0",="0",="0",="0",="4344.922",="318.9964",="354.4538",="467.1505",="7612.007500000001",="0",="0",="0",="4533.0839",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8476.095",="4402.7011",="1536.1945",="531.9514",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.9237",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1567.3664",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1319.5044",="0",="0",="0",="0",="0",="0",="607.0636",="0",="0",="0",="0",="0",="0",="0",="1307.0952",="727.0046",="0",="0",="2211.0782",="0",="0",="0",="1813.7661",="0",="0",="0",="0",="0",="89.6297",="0",="0",="0",="0",="0",="12723.4267",="3418.675",="1185.1635",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="210.9487",="0",="0",="0",="0",="0",="0",="0",="0",="0",="590.687",="565.7493",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="20.278",="0",="0",="0",="958.3908",="0",="0",="0",="6490.6194",="0",="0",="0",="7925.4816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2026.2457",="1057.6276",="1948.0949",="3179.5077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1753.1144",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1099.7657",="1041.7345",="0",="0",="0",="292.5388",="0",="0",="0",="0",="0",="0",="719.2133",="0",="0",="0",="3658.1698",="0",="0",="0",="1431.815",="0",="0",="0",="1153.0016",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3209.353",="949.2627",="4844.4185",="1045.0187",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.0722",="0",="165.5615",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8.6888",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
