 ,221057_111,221057_112,221057_113,221057_114,221057_116,221057_117,221057_118,221057_128,221057_146,221057_147,221481_427,221705_088,221726_105,221727_012,221727_014,221728_143,221728_144,221752_042,230011_212,230011_213,230011_214,230066_086,230066_088,230066_090,230066_091,230066_092,230080_302,231566_043,231567_009,233668_037,233668_038,233668_039,233668_040,233668_042,233668_043,233668_044,233668_045,233668_047,233668_050,233668_098,233795_010,220193_062,221420_005,220193_051,220193_054,220239_006,220239_022,220239_056,221089_110,221089_138,221367_105,221420_001,221420_006,221420_007,221420_009,221420_011,221420_015,221474_182,221474_200,221475_276,230066_111,230066_139,230066_144,233666_016,233666_017,233667_054,233667_067,233667_098,233667_101,233667_200,233667_209,220239_018,221367_106,221474_188,221513_027,233285_065,233285_067,233285_083,220239_058,221224_379,221367_104,221475_299,233666_001,233666_002,233666_003,233666_010,233666_011,233666_012,233666_013,233666_014,233666_035,233666_037,233666_039,233666_040,233666_041,233666_043,233666_044,233666_045,233666_051,233666_053,233666_055,233666_060,233666_063,233666_065,233666_244,233667_053,233667_055,233667_059,233667_061,233667_062,233667_065,233667_066,233667_088,233667_090,233667_097,233667_099,233667_112,233667_113,233667_124,233667_126,233667_194,233667_195,233667_196,233667_197,233667_198,233667_199,233667_202,233667_205,233667_210,233667_211,233667_212,233667_213,233667_214,233667_215,233667_216,233281_106,233285_085,233666_034,233666_038,233666_042,233666_054
="ACAv2/3",="1403.1023",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="304.207",="0",="0",="0",="508.1669",="1995.9432",="1871.7103",="0",="1167.5752",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1071.5878",="0",="0",="0",="0",="334.5155",="0",="25.5478",="0",="0",="424.5352",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2100.2458",="4157.9533",="0",="0",="0",="0",="0",="0",="0",="0",="790.5763",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="144.0549",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ACAv5",="2071.9823",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1247.8059",="0",="0",="0",="614.7608",="3199.6756",="8309.5729",="0",="1150.3378",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="148.5209",="0",="0",="0",="0",="0",="201.6244",="1019.7223",="0",="0",="431.7907",="0",="1509.2594",="0",="817.7802",="0",="0",="165.0083",="0",="0",="0",="0",="0",="0",="0",="744.3529",="1582.6617",="0",="0",="0",="0",="552.2184",="0",="0",="0",="352.8271",="0",="0",="0",="0",="30.1077",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.8408",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl1",="3402.3519",="2003.0175",="1695.8253",="4073.531",="1070.5424",="420.4466",="867.23",="1669.7016",="2626.4053",="710.6134",="439.3707",="9359.6852",="6540.9295",="224.0742",="2694.182",="2818.1573",="3287.2075",="3763.0960999999998",="5692.4617",="2620.6934",="1696.8965",="1734.8886",="4498.4711",="499.3868",="897.1277",="844.271",="10.1395",="556.0935",="4451.6513",="689.5251",="294.0228",="967.5988",="87.6924",="49.789",="136.7374",="0",="869.9476",="53.3921",="0",="114.3641",="4634.5088",="1772.54",="15582.8924",="981.0130999999999",="209.09879999999998",="3195.3256",="0",="0",="1117.5223999999998",="1321.5135",="770.7322",="2234.5402",="2973.5933",="7771.1623",="3143.1993",="7852.926100000001",="2105.3453",="738.8522",="1752.7836",="2085.8591",="907.5273",="0",="1120.1774",="0",="0",="150.5046",="810.4102",="550.8841",="0",="2912.9849",="6039.0637",="0",="0",="0",="0",="2894.5852",="1734.0021",="2468.5405",="17.0067",="0",="0",="2310.6232",="0",="0",="131.1018",="0",="320.2958",="126.7638",="0",="2668.6475",="149.4326",="0",="0",="0",="0",="0",="437.0066",="0",="0",="453.6159",="2996.0454",="0",="0",="0",="109.3484",="209.2538",="329.0746",="0",="0",="0",="0",="0",="0",="0",="1953.3817",="0",="182.7384",="157.702",="775.1167",="0",="415.6207",="570.5281",="144.2971",="2501.7113",="69.1494",="0",="0",="0",="0",="84.6455",="390.6538",="0",="0",="95.0392",="201.0171",="0",="2686.347",="397.0956",="0",="0",="0"
="RSPagl2/3",="5329.4219",="2971.1166",="5095.0035",="6979.562599999999",="7834.4934",="6998.6714",="5520.1895",="3412.7983",="11671.4618",="6508.6349",="8541.801300000001",="7644.167200000001",="11962.6313",="5897.166",="9270.6934",="6295.5879",="6532.6359",="7811.7443",="15552.1597",="3219.3764",="2591.7111",="609.1875",="4926.0542",="3704.5625",="5175.6239",="3915.2071",="0",="2698.7439",="6193.5506",="4218.0622",="4332.2902",="3713.352",="211.5641",="145.4737",="2785.7976",="170.5847",="3442.7418",="2146.4407",="697.1593",="3466.4316",="5459.9393",="4737.6853",="9458.322",="1898.6026",="1826.2031000000002",="1930.3842",="332.1338",="334.5717",="2920.0960999999998",="1113.5455",="6948.1059000000005",="7089.983200000001",="4988.5985",="9383.9999",="6285.753000000001",="9925.1904",="2856.9413999999997",="5054.4405",="3581.1311",="6455.9058",="1004.8618",="1757.0533",="4921.6128",="0",="0",="291.1592",="1103.0465",="3116.9158",="0",="3980.9629999999997",="357.3256",="152.4873",="0",="0",="174.41000000000003",="5602.867",="477.6684",="653.6161",="4.1202",="0",="0",="2782.8368",="0",="0",="0",="0",="2280.8043",="437.5235",="0",="1405.9795",="1486.1173",="102.8854",="0",="0",="0",="0",="462.5635",="0",="0",="58.3731",="1149.8764",="0",="0",="63.195",="1307.7769",="362.0822",="591.1915",="0",="0",="257.1563",="0",="0",="0",="0",="232.008",="0",="550.5192",="233.3808",="145.8193",="0",="217.4875",="502.4907",="186.8627",="1189.6353",="257.098",="0",="22.9493",="0",="0",="165.7387",="141.491",="0",="0",="0",="183.6754",="0",="490.5941",="954.5605",="59.005",="316.997",="0"
="RSPagl5",="9582.6853",="5685.5399",="6310.651",="4232.0318",="15124.4349",="8977.5221",="4218.3815",="896.4906000000001",="13841.3536",="2741.4018",="6339.6901",="15699.6698",="11255.5031",="7149.653399999999",="9885.473",="4824.845",="6072.3885",="5037.5382",="14055.9581",="11902.8596",="4713.0161",="5047.7965",="9411.9762",="10101.5425",="3978.8836",="5576.1854",="631.5878",="9593.1481",="5265.5515",="2812.8846",="3128.2421",="3958.9804",="845.0183",="1827.4364",="3916.4849",="1254.7782",="1844.9221",="3798.2482",="405.2974",="1725.6892",="2185.86",="5621.549000000001",="6855.724399999999",="521.5576",="3145.7001",="2793.3923999999997",="3569.4571",="642.4641",="5336.0707",="3599.7765",="18620.6554",="10235.240000000002",="4780.356",="14299.68",="3926.7506000000003",="10913.7817",="6773.1215999999995",="2956.5519",="7038.9125",="9992.9047",="4459.2992",="7633.0076",="6087.6526",="518.2645",="311.8386",="785.4145000000001",="5392.9776",="2678.2642",="780.2306",="2434.3913000000002",="871.5421",="5208.8066",="2213.0098",="1717.2659",="13523.2398",="2451.3214",="981.4931",="1195.7397",="3976.1364",="3585.7331",="5138.0643",="16963.6275",="257.8011",="2228.7696",="2166.6556",="182.2645",="5548.6692",="3098.3838",="1345.513",="4568.6777",="6478.8681",="936.6721",="123.4359",="656.5398",="1859.6236",="801.6428",="2583.1398",="232.3173",="1427.5184",="1110.6364",="5422.6574",="660.988",="21.272",="641.1729",="1486.8722",="6432.3082",="5869.8674",="4223.5033",="3181.528",="3003.5964",="3443.2256",="3479.7464",="3077.3079",="2408.2919",="1811.6361",="818.3467",="3046.9999",="4889.5102",="2876.3202",="165.1211",="253.0238",="2163.043",="2753.4607",="2938.4691",="1894.9371",="98.9221",="2149.9593",="428.017",="480.9865",="927.9836",="2523.846",="947.5062",="38.7851",="610.2749",="1414.3243",="25.9861",="4337.6937",="3698.2431",="1262.2057",="1127.8518",="810.8765"
="RSPagl6a",="1454.2033",="218.2533",="357.0015",="352.656",="1163.5808",="3128.0766",="700.392",="1571.9148",="2607.6782",="544.9203",="2142.3332",="9921.5854",="372.4977",="587.5813",="567.2369",="1207.3918",="3072.5637",="717.4191",="452.0324",="594.3678",="1463.5505",="207.349",="392.3859",="1016.366",="375.6567",="233.3266",="998.4468",="644.1554",="158.3222",="611.7164",="1816.5999000000002",="295.0916",="295.8084",="406.646",="382.7144",="158.4444",="889.6484",="1481.9418",="46.7766",="1522.7733",="243.4261",="4157.1412",="949.8442",="2851.2197",="3381.3588",="2013.8023",="9198.8685",="1410.7827",="1894.4414",="3639.7807000000003",="17593.8239",="4027.5104",="166.9113",="1979.0496",="2077.2495",="5518.9119",="6893.787700000001",="1153.1201",="1851.3692",="11266.1608",="593.161",="1609.2206",="2175.6616",="95.982",="52.1888",="5670.0502",="4169.4552",="1657.8405",="888.172",="1210.5867",="702.0596",="8675.2153",="5739.7069",="8616.1029",="12657.0678",="3434.6968",="3670.7935",="1609.5842",="3478.1957",="3904.7325",="1030.3777",="1526.5457",="153.8744",="401.5194",="468.0716",="314.6463",="992.8884",="1119.7026",="476.4165",="1069.1756",="873.9411",="1852.9204",="69.3695",="177.2712",="140.5724",="67.1796",="877.5123",="58.8034",="87.4433",="93.4391",="1077.657",="110.4447",="506.9565",="791.0781",="644.3897",="1046.814",="1358.2243",="2233.7553",="2061.3954",="845.7446",="3171.9282",="3861.9675",="2150.1782",="1886.9652",="863.7264",="1783.8932",="1937.8055",="2979.3372",="2373.9578",="471.423",="837.5783",="1554.7543",="1007.0908",="601.36",="1366.281",="872.8685",="1053.9386",="1627.1787",="1045.2224",="603.1121",="1906.8524",="2399.7536",="317.0285",="1101.9109",="797.0614",="1155.0096",="4661.652",="420.2645",="226.8037",="92.2591",="73.5733"
="RSPd1",="442.0441",="486.1505",="381.1775",="975.8316",="2699.7839",="923.8323",="31.3138",="73.8317",="437.0077",="0",="0",="7489.7139",="210.2667",="609.3798",="385.7649",="195.7353",="426.42",="1479.1423",="522.9327",="971.9738",="614.5644",="2066.9863",="1471.2244",="0",="1367.8851",="169.3155",="0",="0",="2471.798",="328.5615",="0",="0",="0",="0",="32.5745",="0",="18.7658",="0",="0",="18.5886",="281.0315",="93.9685",="87.8467",="1234.8478",="0",="0",="1041.9669",="0",="78.6611",="426.9726",="0",="0",="0",="139.3043",="0",="3181.487",="1233.5295",="412.3775",="136.9653",="1674.2216",="637.1945",="0",="812.143",="0",="0",="0",="1321.1705",="0",="124.5815",="0",="7189.6159",="0",="0",="0",="0",="17911.0307",="5933.9801",="3108.0214",="0",="0",="0",="1320.9024",="0",="0",="0",="0",="23.3281",="0",="0",="1355.8329",="0",="0",="0",="0",="0",="0",="105.2279",="0",="0",="0",="471.7413",="0",="0",="146.5482",="110.4444",="80.5066",="59.4512",="147.0119",="0",="454.9748",="0",="0",="0",="0",="0",="0",="1277.8654",="0",="687.9432",="200.1419",="206.4343",="0",="0",="172.4616",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="643.0198",="0",="0",="0",="0"
="RSPd2/3",="1469.8542",="621.9449",="426.4254",="2266.9179999999997",="701.0546",="3696.3165",="327.1248",="454.0486",="1344.3148",="4.5991",="0",="1942.8003",="2763.0838",="4321.6483",="2212.0586",="434.9774",="1034.4507",="3582.0339",="763.951",="2064.0128",="1933.0728",="917.5599",="741.4003",="632.7139",="1987.9285",="1550.309",="0",="441.3831",="896.5432",="2234.7145",="254.2689",="153.3124",="0",="0",="373.4892",="0",="1948.7389",="33.2493",="0",="598.487",="39.4974",="1823.8686",="117.2487",="1449.275",="124.5198",="0",="2978.0293",="0",="0",="478.2608",="848.6697",="524.8796",="0",="194.28789999999998",="77.3966",="4787.3295",="2733.4936",="1906.1922",="319.0132",="4647.8284",="162.4143",="61.7071",="201.4077",="0",="0",="0",="348.9453",="77.29",="392.2251",="679.4525",="3895.0091",="0",="0",="0",="288.8564",="15341.9632",="2194.5458",="695.2615",="111.1446",="0",="0",="96.1112",="0",="0",="0",="0",="169.2095",="0",="0",="142.2264",="52.165",="0",="0",="0",="0",="0",="179.6199",="0",="0",="0",="51.7451",="0",="0",="264.9577",="213.936",="8.0329",="1442.05",="260.4567",="0",="1843.3153",="0",="0",="0",="0",="0",="0",="809.8088",="0",="191.2941",="131.1081",="103.9385",="0",="0",="163.8469",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8.2478",="212.9097",="0",="37.2262",="0"
="RSPd5",="2215.2981",="1270.6213",="1940.0241",="3173.3286",="2769.2187",="11072.1034",="3295.0524",="340.7641",="2329.2313",="231.7531",="0",="4389.8125",="4114.8773",="4742.7971",="4658.3096",="1534.5846",="275.2317",="2189.2503",="704.0372",="5658.6066",="4723.532",="3119.6563",="4297.8651",="2781.0291",="529.7001",="3883.8549",="0",="1011.1185",="2251.1902",="383.319",="0",="1717.7031",="637.0458",="245.9332",="615.4248",="0",="5.4312",="1821.9471",="0",="0",="404.7096",="2428.0434",="342.7415",="610.4885",="131.8949",="162.2943",="748.5334",="0",="0",="416.4577",="4571.0432",="1276.8400000000001",="26.0767",="113.3186",="0",="4590.8228",="3908.4755",="498.79089999999997",="700.2553",="3067.3383",="464.0487",="590.0464",="462.0666",="712.3668",="613.3827",="837.0756",="3080.7218000000003",="693.1229",="736.7517",="469.39",="3725.4519",="168.6631",="2197.4735",="616.6984",="10298.3804",="7430.535",="2051.5364",="304.0437",="2275.2623",="0",="76.5845",="4441.0577",="0",="0",="162.8502",="65.6696",="1147.153",="199.7978",="494.5471",="2012.8529",="266.8454",="0",="41.2053",="502.4524",="214.1427",="572.2988",="398.4437",="91.3604",="418.1552",="286.0303",="2787.7621",="1190.5626",="381.3628",="1143.6572",="358.674",="2149.9907",="2939.9918",="534.0916",="399.046",="1481.0522",="7.9889",="10.9363",="0",="819.748",="0",="0",="1168.4937",="1505.7313",="1918.2345",="782.7315",="335.4691",="208.9864",="304.258",="926.6611",="180.2223",="0",="266.0875",="16.7304",="159.3262",="0",="0",="468.9589",="0",="0",="4.8051",="0",="1631.0854",="519.554",="0",="86.3489",="1081.168"
="RSPd6a",="1834.9744",="11.1403",="1030.992",="740.1917",="143.8802",="2451.1512",="195.7284",="575.4865",="1740.7881",="1076.5546",="0",="772.9527",="989.4415",="1422.9016000000001",="625.9203",="391.2962",="1071.5964",="1726.1556",="0",="1823.4921",="3317.3753",="321.838",="1091.9646",="2280.5779",="837.469",="200.8636",="0",="0",="1610.583",="871.9488",="636.2003",="120.2045",="0",="0",="0",="0",="0",="661.8241",="0",="249.9353",="0",="296.9918",="599.3603",="766.1522",="1305.706",="116.5092",="3491.4228000000003",="2.2469",="0",="4273.471799999999",="12570.6291",="1788.5064",="0",="301.8214",="1202.2199",="2292.976",="3969.1346",="2667.3895999999995",="431.056",="2670.8552",="0",="2107.7961",="190.1823",="4208.5673",="1354.984",="7805.1891",="10348.1176",="3786.1932",="120.7926",="1510.923",="1775.0422",="1696.7337",="13814.5043",="7415.2661",="23058.2245",="2848.0845",="6032.8063",="418.8664",="504.2939",="0",="0",="1328.071",="376.404",="467.6065",="1363.4003",="677.8633",="924.2247",="379.1343",="1135.2949",="2752.5279",="399.5195",="465.6058",="703.7163",="1364.8498",="1196.7474",="864.5403",="1848.4046",="1236.1105",="551.2527",="574.1167",="2920.1317",="596.0363",="1425.3781",="962.2938",="603.829",="452.4938",="0",="0",="1005.0418",="0",="10.6527",="1048.9814",="0",="661.5572",="87.1967",="0",="90.8712",="444.2698",="3624.9001",="1043.8277",="191.1166",="648.2444",="43.0187",="483.6651",="255.3635",="0",="386.8083",="197.0289",="126.1161",="0",="131.3251",="1297.5953",="0",="162.1765",="226.7221",="646.7504",="1523.3132",="3010.9569",="327.9348",="1931.5577",="1075.4283"
="VISa5",="53.8794",="0",="0",="0",="0",="48.9859",="1510.3346",="0",="0",="0",="0",="205.1792",="115.3809",="0",="925.389",="0",="0",="0",="0",="0",="0",="0",="0",="1037.087",="0",="0",="0",="4153.9926",="0",="0",="0",="0",="0",="0",="829.9894",="0",="0",="0",="0",="0",="0",="981.7281",="60.1903",="0",="702.6276",="1902.4193",="1871.1161000000002",="1188.7197",="1677.4388",="0",="4337.7934000000005",="534.6837",="1146.6849",="724.6051",="4266.6518",="2568.5447",="3019.0454",="0",="0",="1004.541",="0",="1460.1126",="0",="0",="0",="0",="0",="0",="0",="0",="0",="5585.743399999999",="89.7755",="0",="2144.7336999999998",="466.7964",="0",="0",="1183.242",="387.653",="407.2707",="223.8156",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="254.5239",="0",="94.1795",="0",="0",="524.3117",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.2765",="0",="0",="0",="0"
="VISp6a",="0",="1253.4552",="2809.5847",="1399.421",="196.1151",="3019.9917",="83.6047",="2088.0755",="757.0889",="920.7107",="1005.5886",="58.5058",="0",="1359.7483",="0",="1911.8821",="183.5926",="0",="155.7892",="494.8543",="403.5476",="861.1759",="927.3356",="1487.2558",="2094.1222",="0",="65.444",="1943.7596",="488.3062",="856.2205",="1585.5807",="280.857",="514.163",="2372.0337",="279.0464",="299.2976",="1870.5406",="641.5475",="186.9551",="791.0623",="341.8028",="2351.2561",="972.9628",="26.7819",="2833.3155",="2759.982",="1751.535",="3880.1254",="990.4595",="8946.0147",="3280.7156",="0",="1053.6207",="0",="508.432",="0",="408.8152",="772.2347",="97.5811",="1317.0606",="0",="2026.8874",="3323.199",="0",="89.3311",="6077.5401",="1413.3157999999999",="3855.9515",="1250.0301",="2682.3186",="694.3308",="29.0682",="407.3216",="7131.1381",="1656.0597",="2190.4467",="1497.0673",="2083.8144",="3230.0499",="487.5235",="0",="0",="120.4634",="120.1523",="237.5891",="136.1484",="149.0784",="138.8964",="65.6618",="1139.3032",="90.5026",="589.7203",="295.695",="59.3454",="77.1048",="44.0962",="278.0602",="41.7756",="231.3873",="93.8101",="378.9616",="294.1378",="392.2912",="298.8729",="941.3714",="1079.809",="2278.4091",="346.1678",="2348.5272",="666.5286",="1385.4048",="4141.622",="2676.4862",="896.1841",="1759.4323",="2690.3274",="0",="203.4397",="508.6678",="69.3721",="418.1738",="577.9532",="902.2359",="433.8797",="2763.0667",="700.6773",="524.5669",="923.1847",="1224.1233",="889.2675",="1186.5926",="641.9979",="380.7239",="658.3625",="606.98",="3341.8418",="0",="662.8791",="77.2672",="1645.3855",="292.3992"
="VISpl1",="0",="1113.4808",="0",="0",="51.0326",="0",="0",="0",="0",="0",="0",="134.6869",="0",="667.9645",="0",="0",="211.6507",="0",="0",="0",="867.7674",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.3649",="0",="0",="0",="0",="0",="0",="182.5945",="0",="469.3802",="0",="92.455",="0",="0",="0",="0",="2224.01",="0",="2337.8754",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3834.1732",="0",="0",="0",="0",="29.7376",="0",="138.0263",="1683.0852",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="261.4233",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="997.7282",="0",="0",="0"
="VISpl2/3",="0",="5677.7007",="0",="0",="168.4721",="0",="0",="0",="0",="0",="0",="816.9218",="0",="3111.8988",="0",="387.9654",="342.6455",="0",="0",="0",="5070.3987",="0",="145.5548",="0",="0",="0",="0",="0",="0",="0",="0",="461.499",="0",="0",="0",="0",="0",="115.4408",="2001.8972",="0",="2986.6051",="0",="0",="0",="0",="0",="0",="0",="0",="1667.6192",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.4206",="388.6934",="0",="0",="0",="0",="2350.6786",="0",="2287.328",="540.4617",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="213.2712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="303.3926",="0",="0",="0"
="VISpl5",="0",="63.704",="0",="54.2787",="415.4109",="967.1142",="0",="56.5155",="0",="0",="0",="1526.3348",="0",="2943.7676",="0",="1233.1746",="199.8445",="0",="0",="0",="2720.8152",="0",="220.354",="0",="0",="0",="612.4347",="0",="0",="0",="0",="860.8775",="0",="0",="1109.7047",="0",="582.1771",="110.785",="8681.0622",="0",="748.0437",="0",="0",="0",="84.8418",="0",="7.3552",="290.9748",="0",="4244.33",="27.197",="0",="0",="0",="0",="0",="0",="0",="147.7656",="0",="0",="663.2308",="862.7376",="0",="0",="95.9854",="8.0393",="2392.8277",="0",="1120.561",="1193.866",="0",="0",="2168.6554",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1320.258",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="482.1795",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="280.5875",="0",="0",="0"
="VISpm4",="0",="258.4902",="257.7644",="0",="317.3026",="0",="5.4285",="0",="454.701",="737.1111",="0",="0",="0",="0",="617.966",="83.8884",="831.0909",="0",="131.7059",="0",="0",="0",="112.8063",="91.5207",="80.6841",="754.8573",="0",="0",="21.9002",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="59.7974",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="352.4374",="142.1862",="409.1717",="202.3687",="451.1747",="37.4956",="0",="0",="0",="0",="0",="0",="44.9633",="0",="0",="0",="0",="0",="195.4152",="33.9911",="0",="0",="0",="0",="0",="0",="0",="86.8088",="0",="0",="122.4886",="0",="0",="50.8697",="0",="0",="29.8258",="0",="0",="107.0091",="0",="0",="0",="83.4796",="0",="0",="23.6088",="178.4813",="0",="7.8069",="178.1345",="0",="0",="0",="0",="0",="0",="103.2068",="0",="131.2547",="0",="64.3822",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="1186.8212",="570.5511",="1254.1978",="0",="0",="462.4293",="0",="0",="1049.8959",="0",="0",="266.8482",="0",="0",="0",="0",="0",="0",="0",="1357.174",="0",="374.6118",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="228.6616",="0",="0",="0",="0",="0",="0",="94.1245",="202.0949",="0",="0",="0",="179.2322",="424.0387",="0",="0",="0",="0",="0",="0",="0",="294.9978",="0",="0",="709.3991",="0",="0",="0",="0",="0",="1093.0466",="439.4107",="0",="0",="2161.4987",="0",="0",="0",="0",="0",="85.1656",="504.7483",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="527.5216",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1053.0711",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl2",="0",="0",="4589.6894",="0",="0",="0",="0",="0",="0",="0",="0",="138.9319",="0",="1401.4555",="0",="0",="0",="0",="0",="1845.9872",="86.4584",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3711.5942",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="44.3109",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl3",="0",="0",="3497.7713",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="868.0376",="0",="0",="0",="0",="0",="595.4645",="652.2252",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8448.4333",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.45",="0",="1038.37",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
