 ,221364_075,221366_039,221366_040,221366_041,221480_104,221481_199,221481_539,221737_009,221737_010,221737_011,221737_012,230010_054,230010_055,230011_156,230011_157,230011_158,230011_159,230011_172,230011_173,230011_176,230011_177,230059_011,230059_026,230059_027,230109_010,230113_004,230113_007,230114_018,233379_041,233379_042,233379_146,233795_068,233795_069,233795_071,233795_076,233795_077,233795_080,233795_107,233795_108,233795_109,233795_110,233795_111,233795_112,221089_019,221089_020,221089_034,221090_075,221090_076,221090_083,221090_085,221090_088,221090_089,221090_106,221090_107,221090_111,221365_040,221426_060,221475_210,221477_057,221478_745,221478_749,221478_796,221481_182,221481_183,221481_190,221481_192,221481_200,230114_067,230114_084,231685_298,231686_049,233379_043,233379_138,233379_139,233379_140,221090_082,221090_086,221090_087,221090_091,221090_112,221365_082,221426_058,221475_204,221475_205,221475_246,221476_057,221481_177,221481_178,233379_120,221365_071,221366_042,221426_059,221426_064,221426_067,221426_080,221477_066,221535_021,233285_033,221514_018,221536_031,221538_007,221538_008,221538_019,221538_020,233282_046,233282_047,233282_050,233285_003,233285_035,233285_036,233285_103,233285_104,233285_105,233285_106,233285_107,233285_108,233285_109
="VISrl4",="2724.8078",="3345.3813",="3438.617",="2871.1054999999997",="3415.959",="1431.9314",="1243.1828",="6626.6615",="4057.9077",="7139.1242",="2308.5305",="2312.8097",="3052.0251",="6248.5482",="3382.6467",="4557.4669",="3275.2644",="3289.3571",="1930.4989",="5861.1689",="2879.3082",="3436.5188",="4468.6766",="4102.6988",="2314.4246",="413.1907",="441.5715",="3687.68",="2915.9961",="1948.1059",="3039.4513",="2557.9706",="3127.1432",="1120.9806",="1068.64",="2105.9715",="0",="2053.7629",="1861.0518",="2781.5728",="4133.0645",="3225.4366",="2731.3768",="94.8105",="727.8942",="1027.8052",="1656.9989999999998",="356.9589",="34.8686",="59.2386",="40.0686",="24.2477",="945.905",="3657.2201000000005",="2149.244",="1228.8397",="8120.045",="494.7444",="1356.1817",="3234.1048",="5476.9641",="3123.5228",="3992.9125999999997",="6936.1598",="5003.8259",="5459.9795",="6005.2125",="2439.7645",="1554.9633",="3436.7644",="5567.1805",="1071.1641",="2229.1143",="2568.699",="1888.2461",="537.2047",="1815.9276",="1030.5877",="30.0181",="608.7311",="2.2657",="2850.8006000000005",="1029.6583",="1595.934",="715.3051",="601.855",="4419.1001",="2881.1604",="1986.8062",="39.0046",="1066.8463",="2941.9315",="3474.9209",="1278.9572",="2750.0027",="334.4759",="178.6998",="260.1378",="280.0059",="1934.3784",="5374.388",="430.2935",="166.7996",="563.4463",="2237.3439",="7865.1834",="844.4948",="9198.4176",="0",="225.4111",="886.0975",="630.442",="2370.5808",="39.1532",="1441.7632",="3619.2933",="3716.8744"
="VISrl5",="2458.0445",="2854.5657",="1485.7544",="4098.0461",="6048.4448",="1310.2366",="6720.0891",="2736.5432",="3874.6614",="7822.8072",="2668.4323",="1399.6202",="2719.6757",="5005.1852",="4112.183",="6047.8509",="2832.0389",="3644.2774",="4305.8322",="5696.911",="5739.8477",="3857.2102",="2122.2551",="6190.5891",="1400.2804",="378.1784",="2199.5372",="5779.0519",="1450.4992",="3669.7651",="2510.0234",="5005.7129",="5371.7941",="4534.0971",="6509.6501",="2112.108",="0",="4920.2348",="1078.3268",="6041.292",="9803.4028",="9060.1624",="3311.93",="677.5888",="2183.7544",="1931.3838",="1311.6727",="3766.4507",="1114.242",="682.8179",="2265.2219",="412.4891",="1635.0722",="2596.6400999999996",="3129.419",="1316.5197",="3996.495",="426.901",="3445.9316",="2002.6426999999999",="4024.7526",="1516.1608",="3235.9475",="4593.5298",="5824.8976999999995",="2958.1404",="3224.2925",="4697.5967",="1510.3265",="533.6766",="3342.8421",="1069.7728",="1670.7093",="5119.6417",="1793.2988",="4390.352",="7281.8727",="3018.511",="773.5498",="2289.3239",="147.1818",="10610.9984",="2988.7933",="4674.8062",="5594.5191",="3102.9594",="7791.1947",="7964.6708",="2837.2422",="324.1999",="7420.3222",="7279.0648",="1590.5842",="2647.4262",="7360.1921",="6992.6052",="3796.6926",="4570.0288",="2069.6606",="5449.7041",="7918.8414",="1473.931",="419.8496",="1369.133",="4623.6261",="6405.4504",="2307.2395",="10393.4143",="169.9803",="569.6436",="3415.0389",="1053.4396",="1964.1532",="1824.6667",="4388.6582",="5060.7032",="3457.8381"
="fp",="102.4738",="0",="2845.2222",="2641.1782000000003",="206.7959",="0",="0",="851.0272",="2028.2973",="2362.8734",="1978.5496",="0",="2207.2275",="1277.213",="0",="748.4208",="267.6318",="0",="0",="920.3347",="1219.7858",="1528.9381",="0",="0",="362.9032",="0",="0",="207.3845",="332.987",="0",="0",="359.7816",="961.168",="0",="2072.5396",="76.1857",="0",="0",="0",="0",="932.9246",="0",="0",="996.5051",="282.3778",="2970.3543",="1641.3869",="740.183",="163.99",="2094.3874",="2637.3361",="0",="2481.4735",="0",="782.5192",="257.8205",="0",="0",="419.20730000000003",="203.7642",="1563.5824",="1134.299",="3236.6938",="2700.9325",="2433.3376",="274.9586",="2990.6924",="2816.1031",="0",="3006.1468999999997",="141.4903",="1069.5724",="877.7111",="1482.2939999999999",="0",="2100.5573",="2704.7519",="0",="3497.4983",="0",="42.1865",="511.603",="205.1528",="2023.1794",="284.6143",="2341.0494",="2288.4646000000002",="1438.0106",="364.8891",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.6541",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="or",="775.2459",="0",="1126.0028",="2078.3852",="1168.2775",="0",="437.3943",="3156.3935",="485.3099",="2018.0897",="127.4477",="3955.822",="1970.2413999999999",="4820.027",="1082.3366",="3355.8759",="2846.4254",="735.0629",="800.3005",="1115.2425",="1787.5674000000001",="895.7067",="0",="0",="481.0605",="103.701",="953.7234",="359.6566",="3011.0294",="0",="59.6342",="310.278",="1699.3633",="660.8498",="2243.8538",="908.6355",="0",="465.725",="0",="37.9275",="1306.7051000000001",="278.5082",="410.4388",="5911.742899999999",="2736.8884",="4437.5633",="3048.0167",="3418.5315",="1185.2115",="601.3048",="3313.2086",="3126.9884",="5034.0881",="5400.2554",="4107.7696",="4659.3367",="3049.9141",="1019.7603",="3619.4671000000003",="1766.671",="2527.9334",="2961.3484",="2721.5031",="2223.5909",="3806.4762",="2669.4685",="4251.0666",="2432.4965",="0",="4282.609399999999",="2477.6805999999997",="3863.3450999999995",="5757.0625",="3915.91",="0",="1962.5937999999999",="6154.2309",="2212.4479",="5012.0767",="1804.5371999999998",="7872.7407",="2173.0615",="1598.5713",="4766.0416000000005",="6765.0871",="5449.9794",="1005.875",="3184.0706",="1534.4248",="1568.33",="1312.297",="1502.2037",="1115.5457",="2417.8155",="1074.223",="1193.9545",="1339.3038",="1170.9493",="2471.1503",="2002.4803",="2526.2256",="2824.8852",="3196.1523",="3508.6684",="2767.8672",="3924.9119",="5604.0714",="2255.6411",="1864.9649",="1982.1966",="2570.9789",="1384.6398",="1288.4963",="1858.8267",="1818.3085",="2258.191",="926.4428"
="cing",="1815.2121",="0",="1811.3503999999998",="865.8396",="0",="0",="0",="0",="0",="475.75350000000003",="0",="0",="432.7696",="2088.2500999999997",="0",="2504.9855",="2737.5422",="0",="0",="1120.3129",="2629.0841",="290.3685",="0",="0",="0",="0",="59.8438",="0",="2849.6534",="0",="0",="0",="2491.363",="0",="1793.5067",="0",="0",="118.7757",="0",="0",="1868.5427",="0",="0",="2159.974",="536.1341",="189.5197",="1101.7749",="94.6497",="0",="286.9871",="174.2062",="0",="1550.4316000000001",="360.2794",="0",="2313.9287",="2518.8806999999997",="764.7716",="1052.1551",="95.1316",="76.7872",="561.3369",="2321.6432999999997",="1096.5221",="513.5964",="1774.6997999999999",="1107.7041",="310.0729",="0",="780.9805",="1719.9578",="544.8446",="2162.7219",="1509.1059",="0",="68.9313",="559.5044",="0",="0",="4158.9926",="2544.1032999999998",="5173.333699999999",="157.3286",="1304.2794",="718.4541",="1171.4209",="1543.7685999999999",="3258.4719999999998",="1369.6626999999999",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="199.207",="0",="212.0382",="29.8786",="66.635",="0",="0",="74.7458",="0",="533.2768",="0",="0",="477.3067",="367.3534",="0",="432.497",="325.97659999999996",="0",="0",="77.6793",="359.7987",="126.6838",="0",="0",="0",="0",="175.5744",="0",="812.4972",="0",="0",="0",="94.0631",="0",="717.6501000000001",="0",="0",="24.4815",="0",="0",="398.20889999999997",="0",="0",="3164.4505",="116.9277",="1363.7313",="1497.7411",="501.6161",="64.6063",="331.3355",="619.4068",="0",="1109.6671999999999",="668.7778",="144.0075",="752.483",="0",="2156.0134",="362.1302",="224.3267",="7.3118",="18.6777",="0",="1529.3369",="0",="126.9829",="147.34179999999998",="1310.9727",="0",="88.0491",="137.0948",="342.6826",="1187.816",="301.3841",="0",="316.3781",="599.3342",="0",="0",="1004.415",="872.5572",="1139.2059",="405.0493",="1158.9113",="316.7908",="461.44370000000004",="0",="1287.7302",="553.2014",="0",="0",="0",="6.7434",="0",="0",="0",="0",="0",="0",="9.2019",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd1",="0",="8495.253",="6299.4887",="301.9322",="10060.9274",="0",="2877.2582",="2302.3014",="903.3473",="3783.7806",="0",="808.2199",="120.3014",="667.924",="953.7129",="0",="286.2998",="595.1468",="0",="5.1843",="16.0865",="951.006",="1031.3243",="168.7895",="1864.8229",="8581.8257",="5695.1225",="0",="0",="429.9581",="2047.9719",="308.8844",="381.047",="75.8193",="79.4618",="0",="4820.8717",="1039.7237",="5332.0254",="0",="0",="0",="4181.3406",="0",="376.2629",="202.6806",="3336.7856",="878.0011",="0",="34.5827",="0",="0",="1871.9537",="7.2936",="8441.7135",="512.2002",="0",="10250.2099",="283.7349",="547.0213",="0",="0",="53.2886",="7313.6089",="2615.748",="7626.5793",="0",="1145.8988",="0",="352.8642",="0",="0",="0",="141.3406",="0",="1504.3669",="60.9124",="0",="0",="14163.1212",="0",="0",="2793.1709",="4246.3108",="635.09",="0",="2590.4507999999996",="2698.8974",="0",="0",="0",="0",="0",="0",="6897.4548",="664.6309",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="11195.2562",="1653.3066",="291.7372",="3062.1517",="250.0946",="9752.9491",="737.8381",="1003.1959",="3166.1085",="0",="799.9075",="805.6681",="664.1591",="798.624",="0",="369.4789",="118.4477",="0",="60.8176",="194.0624",="2180.7927",="3282.9742",="1080.2922",="5042.2634",="5235.1303",="2677.2039",="396.1421",="0",="6303.6256",="3477.8291",="1914.5304",="1883.0281",="60.1298",="163.2522",="23.3245",="83.3693",="739.2818",="17360.5323",="573.434",="0",="0",="2576.8708",="294.8043",="935.7639",="126.3869",="651.7638",="226.831",="0",="0",="0",="0",="171.27679999999998",="273.2244",="855.819",="0",="0",="10382.4365",="0",="621.6842",="0",="0",="0",="2099.5391",="351.347",="3391.4524",="0",="432.4254",="0",="264.8769",="337.126",="0",="0",="366.0847",="0",="464.4852",="51.6897",="0",="0",="5044.4991",="115.2239",="0",="5570.2439",="1589.0573",="1201.0508",="33.0747",="9777.1688",="2355.81",="0",="0",="0",="0",="0",="0",="992.686",="47.8788",="0",="0",="0",="0",="11.9015",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="2585.6424",="674.2212",="410.3924",="3409.475",="0",="3633.145",="2108.4106",="873.6062",="1108.2957000000001",="0",="1127.6185",="686.5731",="1385.248",="2082.4527",="484.4962",="41.2531",="751.628",="164.7454",="1234.4899",="463.3648",="1499.1388",="3272.1453",="599.9114",="0",="1637.3078",="2011.2193",="2429.4778",="429.5789",="3828.9759",="1810.3172",="4635.7244",="452.7964",="142.1845",="908.1826",="46.9415",="0",="298.9041",="6264.6739",="3714.1464",="217.539",="965.1795",="6702.2569",="804.7162",="0",="1389.8747",="1542.2594",="584.7984",="0",="0",="0",="0",="1715.8775",="2511.4255",="215.099",="0",="0",="1968.2291",="30.9971",="0",="0",="0",="0",="1392.0997",="5.0891",="897.0842",="0",="469.4608",="0",="0",="0",="0",="85.2564",="0",="0",="1245.145",="0",="360.1483",="0",="4208.2927",="0",="6.0806",="2620.8239",="802.0115",="22677.4265",="2772.2646",="3066.4315",="1823.5766",="0",="0",="46.3221",="11.6886",="0",="3097.539",="6212.563",="1676.8442",="2944.0166",="0",="0",="0",="492.2874",="0",="0",="0",="62.9059",="0",="0",="144.6053",="0",="0",="0",="0",="0",="0",="0",="0",="66.9685"
="SSp-bfd6a",="0",="25.6451",="145.2504",="0",="417.0324",="0",="909.6868",="1427.7505",="1327.7674",="602.0907",="36.9528",="0",="396.7123",="835.1311000000001",="37.4988",="294.8273",="0",="33.7174",="0",="313.4778",="0",="1036.3397",="0",="4.7735",="0",="230.8699",="1126.1198",="13.7119",="334.7252",="0",="11.6556",="874.1177",="1547.4858",="1483.7155",="820.4966",="0",="0",="461.4137",="2749.2097",="615.7463",="70.3266",="444.2776",="1449.453",="780.983",="253.8469",="6140.5944",="3166.0536",="935.8081",="0",="1889.4875",="0",="0",="2615.0667",="2863.2502000000004",="10.8298",="0",="351.3478",="2576.9574",="0",="0",="0",="0",="0",="0",="0",="851.8271",="600.3004",="540.1683",="0",="118.0993",="0",="0",="683.6742",="0",="0",="6.065",="366.5167",="0",="0",="1383.3908000000001",="145.5675",="0",="2427.4322",="171.7436",="18850.6499",="1836.4198",="783.5357",="849.3044",="0",="0",="431.1248",="0",="0",="968.2554",="2844.8691",="5193.9668",="281.8981",="0",="0",="0",="0",="0",="0",="0",="75.2589",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="25.6881"
="VISal1",="0",="238.2342",="596.5064",="0",="0",="0",="271.9134",="134.7896",="0",="33.3023",="667.0306",="670.4581",="0",="1262.2404",="323.4",="1308.5765",="436.2494",="0",="321.5321",="308.0233",="0",="52.1825",="931.2546",="5.2993",="504.9441",="0",="32.4894",="74.4803",="217.6559",="597.1522",="285.923",="1417.9415",="431.6295",="261.598",="2963.9411",="4841.2293",="0",="0",="0",="0",="0",="0",="0",="0",="834.4353",="565.7355",="1444.1417",="5181.1191",="2117.8428",="3261.9003",="509.0455",="0",="1945.6933",="0",="6604.0855",="0",="0",="3847.3549",="1306.381",="160.4356",="0",="0",="4184.0486",="2470.7279",="416.8109",="5283.9016",="1297.6018",="76.9936",="16.3906",="156.7052",="987.3619",="2457.6186000000002",="1208.1248",="838.8334",="158.1371",="5955.203399999999",="2760.8358",="781.0186",="1376.2184",="0",="0",="0",="135.0672",="1032.9234",="350.7139",="784.1346",="580.4483",="3024.5987",="600.0671",="0",="468.8227",="0",="0",="1750.2299",="972.0227",="970.4179",="1182.8698",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal2/3",="0",="470.409",="328.6254",="224.3725",="0",="110.2192",="2604.1749",="368.2069",="0",="340.8269",="392.2374",="442.6328",="0",="0",="840.4203",="547.1521",="906.0865",="668.3866",="243.6158",="737.6027",="0",="0",="1023.5972",="110.855",="348.8576",="0",="409.8937",="524.4492",="1206.2872",="2489.3467",="354.397",="757.2077",="598.813",="0",="3717.5141",="1074.4666",="0",="0",="1234.417",="0",="0",="0",="0",="0",="541.2106",="234.1295",="0",="1698.6461",="0",="190.2586",="493.5819",="0",="1535.8082",="0",="2079.2246",="0",="0",="7705.2692",="1271.4061",="0",="0",="0",="1503.6964",="367.764",="24.6956",="2201.8961",="1578.6227",="344.6615",="512.1683",="281.6059",="748.2717",="837.8687",="0",="3579.0698",="2566.1818",="3740.4058",="5736.8718",="453.7846",="377.2195",="0",="70.8988",="1043.7317",="241.4566",="2733.7126",="1350.5681",="807.0084",="1603.0212999999999",="4600.6046",="737.9372",="0",="216.9886",="0",="0",="509.4063",="0",="264.7098",="831.6849",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="0",="193.4564",="248.7073",="34.3491",="0",="94.9606",="1461.431",="635.0226",="473.8416",="304.4376",="968.0115",="0",="0",="289.1924",="60.2626",="222.9046",="799.6764000000001",="765.9899",="750.0735",="0",="282.9627",="238.5594",="137.0284",="0",="806.1309",="0",="89.3536",="387.2042",="934.3097",="435.2239",="129.6799",="1480.5488",="456.7627",="0",="1132.9753",="1911.3929",="0",="0",="74.5737",="0",="0",="0",="0",="0",="302.5693",="654.2352",="303.2765",="699.4549",="0",="0",="298.5365",="0",="288.77639999999997",="0",="2095.4635",="0",="0",="1294.6356",="2328.9082",="0",="0",="0",="2425.9572",="0",="962.7153",="2583.8005",="1336.5142",="275.5124",="217.0462",="935.2411999999999",="1916.9382",="622.2493",="375.6623",="201.6175",="335.6769",="748.4798",="1546.9123",="1727.0851",="0",="0",="203.1779",="1372.7515",="0",="963.4238",="379.7107",="0",="169.4106",="595.5663",="1648.9587",="0",="275.4454",="0",="0",="536.9677",="0",="197.517",="190.2893",="0",="0",="0",="0",="18.3634",="0",="213.5737",="0",="0",="0",="69.727",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal5",="0",="4.5295",="684.4947",="0",="0",="0",="1328.8159",="716.2177",="1238.0366",="35.2599",="1104.5607",="214.3219",="2.3073",="877.0941",="681.2539",="1432.1695",="917.0332",="1466.5993",="2831.6491",="0",="1822.3545",="407.5436",="0",="0",="1085.6791",="0",="661.671",="3039.5719",="448.1831",="1813.0527",="0",="2681.2934",="188.7184",="104.9898",="3949.6625",="5174.6103",="0",="868.7084",="0",="0",="892.691",="0",="602.3069",="0",="428.5808",="1131.1908",="35.2978",="548.461",="523.977",="0",="200.3708",="0",="316.15999999999997",="0",="2174.9017",="0",="0",="1204.1662",="1777.6441",="210.0675",="0",="305.7186",="1139.1131",="192.8175",="588.5731",="1483.9682",="1669.6576",="546.6503",="152.4455",="1566.2155",="2197.7499",="31.905",="0",="100.2376",="73.0932",="922.4667000000001",="1473.7961",="2246.9828",="0",="0",="645.7587",="386.6713",="0",="1997.804",="3750.0466",="507.0227",="235.59199999999998",="1747.068",="874.6195",="0",="2432.1437",="0",="57.4275",="3932.162",="1206.2723",="2164.3374",="282.6088",="0",="0",="630.4795",="291.4946",="0",="0",="427.1786",="0",="0",="0",="381.0095",="143.9591",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal6a",="0",="114.2595",="0",="0",="0",="0",="245.9479",="0",="186.7689",="0",="430.6396",="124.014",="305.7307",="193.6448",="0",="0",="0",="45.6133",="332.0154",="0",="0",="0",="0",="100.1303",="222.1309",="0",="479.0277",="658.3988",="0",="0",="0",="0",="303.6738",="0",="302.4519",="175.9704",="0",="1073.4984",="41.2089",="0",="0",="413.9116",="0",="0",="1685.0724",="0",="2392.1558",="576.7085",="327.3339",="0",="1016.7161000000001",="0",="1024.9181",="0",="791.0793",="0",="0",="705.1945",="420.2385",="0",="0",="377.9966",="391.0442",="243.262",="455.0259",="414.5654",="37.1527",="274.5609",="51.2367",="268.7649",="0",="620.2744",="0",="163.9534",="109.9211",="0",="1253.0704",="871.2175",="333.0893",="0",="217.2553",="796.8141",="482.4879",="309.4659",="4542.8313",="45.017",="0",="0",="0",="0",="622.6058",="0",="0",="620.6398",="179.9047",="155.8236",="0",="0",="0",="226.5741",="489.7452",="0",="0",="82.6271",="0",="0",="0",="176.8222",="0",="0",="0",="0",="0",="0",="0",="0",="248.7368"
="VISl1",="0",="634.2164",="1229.8326",="0",="0",="0",="973.8595",="0",="0",="14.1772",="1483.8563",="1123.9736",="360.1588",="209.919",="0",="700.3945",="582.6031",="534.1064",="1266.9766",="0",="0",="0",="86.9737",="0",="3460.9174",="0",="0",="416.0672",="0",="158.0389",="0",="591.4738",="0",="197.2695",="1191.207",="3916.3368",="0",="0",="88.3765",="0",="0",="0",="0",="0",="0",="1546.3811",="73.6302",="3368.6468",="747.9566",="2362.5344",="0",="0",="369.6421",="0",="1161.9024",="0",="0",="328.8849",="2181.2166",="191.4459",="0",="435.9827",="1292.972",="2974.2728",="457.3072",="1880.957",="463.884",="0",="0",="0",="1379.8518",="0",="34.3197",="134.9961",="129.3496",="15224.960900000002",="382.5899",="413.5955",="6022.715",="0",="26.8444",="0",="434.7971",="1327.5932",="0",="0",="0",="666.7927",="588.9069",="0",="116.1114",="0",="0",="0",="569.7316",="1736.4212",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISl2/3",="0",="227.5303",="380.562",="0",="0",="341.457",="4870.5694",="0",="125.462",="0",="1814.2768",="555.6022",="910.9758",="0",="0",="335.9139",="1550.7715",="2090.6037",="2884.2289",="337.5041",="0",="0",="0",="0",="10305.1921",="0",="0",="916.3837",="121.5392",="445.4848",="0",="242.7628",="0",="0",="304.0193",="1046.3065",="0",="0",="860.7476",="0",="0",="0",="0",="0",="0",="0",="0",="300.6997",="0",="0",="0",="0",="0",="0",="0",="0",="0",="432.4161",="412.3245",="68.51",="0",="0",="666.4041",="701.7972",="230.8297",="945.7614",="260.2617",="0",="347.2938",="0",="591.84",="0",="6.0313",="87.1809",="1023.9331",="4996.4819",="727.7157",="0",="649.934",="0",="0",="0",="324.7494",="744.4241",="0",="0",="0",="1890.9899",="899.9364",="0",="0",="0",="0",="153.5305",="0",="179.3843",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
