NeuronId,x,y,z
="221509_087.swc",="6815.77978515625",="3540.8798828125",="10343.2998046875"
="221518_062.swc",="6774.6201171875",="2550.239990234375",="1342"
="221585_026.swc",="6550.22021484375",="3870.860107421875",="10297.7998046875"
="221586_094.swc",="6337.740234375",="3106.639892578125",="9958.7099609375"
="221586_100.swc",="6383.16015625",="3680.860107421875",="10133.2001953125"
="221586_107.swc",="6558.56005859375",="3435.02001953125",="10138.2001953125"
="221586_114.swc",="6536.18017578125",="3871.320068359375",="10221.099609375"
="221706_398.swc",="7683.06005859375",="2039.280029296875",="9682.3203125"
="221706_406.swc",="7554.43994140625",="1925.280029296875",="9660.099609375"
="221706_478.swc",="7724.43994140625",="1822.31005859375",="9601.1396484375"
="221706_482.swc",="7733.81982421875",="1982.0400390625",="9658.759765625"
="221714_056.swc",="6679.72021484375",="3679.760009765625",="10339.400390625"
="221718_003.swc",="6746.81982421875",="3681.760009765625",="10272.2998046875"
="221718_004.swc",="6734.33984375",="3516.5",="10247"
="221718_005.swc",="6722.7001953125",="3375.159912109375",="10245.2998046875"
="221718_107.swc",="6967.080078125",="3564",="1116.5"
="221730_027.swc",="6858.81982421875",="2365.360107421875",="1614.93994140625"
="221730_068.swc",="6060.6201171875",="3242.39990234375",="9994.76953125"
="221731_055.swc",="6276.64013671875",="4061.1201171875",="10251.400390625"
="221735_004.swc",="5844.52001953125",="3017.60009765625",="9795.150390625"
="221751_234.swc",="6932.8798828125",="3604.820068359375",="10317.7998046875"
="230106_002.swc",="6791.0400390625",="3114.699951171875",="10060.5"
="230106_010.swc",="6901.33984375",="2945.280029296875",="10042.2998046875"
="230114_024.swc",="7025.7001953125",="2226.5400390625",="1391.4000244140625"
="230114_028.swc",="6864.81982421875",="2313.4599609375",="1358.9000244140625"
="231686_006.swc",="6167.14013671875",="4094.260009765625",="1178.4000244140625"
="231686_010.swc",="6120.580078125",="3858.5",="1254.9000244140625"
="231686_012.swc",="6223.93994140625",="3569.8798828125",="1242.699951171875"
="231686_013.swc",="6466.0400390625",="4051.760009765625",="1121.199951171875"
="212066_007.swc",="6594.81982421875",="2692.8798828125",="9755.4697265625"
="212066_010.swc",="6660.31982421875",="2679.860107421875",="9565.48046875"
="212066_013.swc",="6430.97998046875",="2716.60009765625",="9638.6201171875"
="212066_014.swc",="6520.83984375",="2814.699951171875",="9845.73046875"
="220237_010.swc",="6748",="2608.139892578125",="1849.3800048828125"
="220237_011.swc",="6741.02001953125",="2652.43994140625",="1782.3599853515625"
="220238_047.swc",="6468.89990234375",="3686.780029296875",="10052.2001953125"
="221067_041.swc",="6354.66015625",="3512.6201171875",="1389.300048828125"
="221088_044.swc",="6293.89990234375",="3494.4599609375",="9749.4697265625"
="221224_026.swc",="7850.02001953125",="2032.6199951171875",="9392.3603515625"
="221225_233.swc",="7246.06005859375",="2279.47998046875",="2034.5799560546875"
="221368_008.swc",="7253.66015625",="2234.60009765625",="2057.93994140625"
