 ,221057_099,221057_123,221057_131,221057_133,221057_135,221057_137,221057_150,221057_160,221057_167,221481_257,221481_258,221701_039,221701_041,221701_047,221701_060,221701_061,221702_003,221733_181,230066_079,230066_083,230066_084,230066_087,230066_121,230066_124,231685_259,233285_119,233380_037,233666_171,233668_056,233668_059,233668_061,233668_062,233668_063,233668_065,233668_072,233668_073,233668_099,233668_101,233795_008,233795_009,233795_011,233795_012,233795_013,233795_087,233795_090,233795_097,233795_098,233795_100,233795_102,221090_098,221091_154,221417_018,221417_019,221417_043,221418_139,221478_326,221479_163,221479_166,221480_100,221481_254,231685_243,231685_255,231685_273,231685_274,231685_286,233379_029,233379_031,233379_036,233379_040,233379_109,233379_130,233380_093,233666_139,233666_190,233666_204,221090_092,221090_093,221090_094,221090_099,221091_125,221091_158,221417_017,221418_132,221418_137,221418_138,221477_058,221477_059,221479_236,231687_014,233379_123,233666_201,233667_154,233667_217,233667_242,233667_256,233667_257,233667_267,233667_269,233667_289,221065_081,221065_082,221091_171,231687_027,231687_028,233667_270,221365_065,231687_023,233666_161,233666_182,233666_183,233666_193,233666_196,233666_197,233666_202,233666_203,233667_132,233667_165,233667_259,233667_264,233667_272,233667_279,221065_083,221065_084,233667_261
="VISpor5",="2109.174",="113.7899",="0",="507.5475",="2127.1715",="1409.1546",="0",="220.6627",="0",="526.4022",="317.0936",="877.3197",="3028.3897",="1965.5937",="477.5941",="0",="320.822",="629.7358",="2471.1515",="0",="0",="3087.3431",="799.3279",="1801.0808",="0",="156.6628",="1286.033",="1187.9044",="0",="127.318",="2064.5994",="975.1427",="1087.393",="3408.3231",="2607.3037",="3203.6408",="72.2237",="3177.5253",="748.7879",="1388.3258",="5544.5375",="1150.2536",="1628.1679",="326.7737",="210.5604",="1378.2087",="65.7573",="789.8773",="0",="0",="504.7871",="437.6265",="858.6878",="1373.4635",="1018.8423",="76.9682",="0",="431.9693",="437.4471",="275.84",="0",="3519.7557",="178.9836",="262.5624",="1458.3365",="436.7638",="426.9065",="0",="822.1926",="0",="3337.7224",="1027.8853",="0",="494.9819",="2983.9558",="0",="1013.0127",="1221.3026",="1315.3524",="123.9079",="757.3567",="212.0863",="2.9001",="0",="424.5691",="526.1579",="0",="0",="455.301",="0",="1347.9182",="0",="1298.6684",="0",="1000.9998",="624.3034",="0",="0",="4.7995",="601.9104",="807.1473",="0",="3498.223",="324.1234",="114.5545",="0",="3.918",="0",="100.871",="0",="164.7898",="586.1774",="0",="246.3837",="821.8796",="143.7554",="0",="391.6977",="0",="0",="0",="0",="0",="843.2104"
="VISpor6a",="386.4132",="2.0219",="0",="169.3635",="0",="46.0434",="0",="20.0696",="0",="0",="0",="908.0929",="337.06",="595.7726",="0",="565.1077",="0",="240.5613",="550.4449",="0",="559.424",="65.7572",="878.9888",="145.2958",="0",="0",="97.5092",="1399.0075",="80.0627",="310.7419",="429.2936",="342.0074",="959.169",="251.1154",="306.7929",="947.8706",="148.0941",="308.5008",="0",="438.6212",="114.3752",="522.7805",="0",="455.3044",="131.0837",="0",="194.7466",="0",="790.1533",="0",="330.6052",="658.0438",="695.0944",="1367.0572",="0",="0",="0",="603.9064",="0",="0",="0",="380.8353",="0",="0",="585.8823",="0",="772.9035",="0",="0",="0",="1032.2307",="0",="128.1247",="238.6297",="1191.1553",="0",="0",="259.1628",="244.5005",="93.9215",="11.6086",="328.8518",="217.3497",="0",="0",="557.598",="0",="4.3053",="0",="243.3485",="2175.4033",="419.6326",="382.1753",="0",="734.6374",="1255.0405",="3233.3538",="0",="0",="335.5148",="110.5057",="0",="5363.9792",="1168.27",="1956.5669",="0",="0",="388.1449",="426.5274",="0",="0",="0",="412.0574",="0",="0",="0",="475.3639",="46.0728",="306.656",="53.2827",="0",="0",="0",="0"
="or",="202.4808",="282.7554",="0",="0",="0",="488.7225",="0",="0",="0",="0",="0",="1078.6677",="666.8531",="0",="261.2113",="4069.3708",="201.7012",="98.3767",="149.8794",="241.4228",="499.7351",="0",="336.6434",="0",="0",="3115.3279",="1762.4911",="1163.105",="42.0811",="424.8177",="786.9331",="53.8631",="821.631",="1811.9726",="4000.5103",="2339.1966",="1410.537",="1458.7695",="2636.4336",="3946.9493",="0",="0",="44.001",="0",="0",="2.5551",="2112.598",="906.2907",="1153.5506",="2487.7843",="3290.5402",="888.7809",="266.7794",="1322.3498",="1465.3212",="1512.6401",="2093.7942",="501.9601",="4657.2969",="1894.4577",="805.4505",="3081.3319",="2614.2788",="1716.4423000000002",="2742.8403",="0",="892.5957",="923.2669",="2870.1365",="698.6826",="2667.3394",="425.6941",="100.5258",="2622.2739",="1757.6182000000001",="2117.3193",="1653.4178",="4523.2196",="2894.3081",="62.1743",="0",="1599.5434",="1109.918",="603.2535",="13.8441",="2983.4352",="3739.4359000000004",="1437.1105",="570.6668",="2374.6845",="2495.3876999999998",="1100.1611",="1071.7925",="2673.5438",="873.9839999999999",="1102.1551",="5919.2052",="4715.2742",="4767.5892",="2440.209",="1019.0716",="773.615",="1999.2074",="4891.898999999999",="5010.7238",="2388.887",="1804.8916",="1256.7045",="2440.9403",="2789.8905",="1233.5066",="1215.5353",="2308.5175",="1541.1127",="3159.7035",="2252.2685",="2055.5734",="1678.2113",="1927.5548",="1501.4142",="1649.5409",="2060.9362",="3328.4759",="2351.7928"
="VISl1",="0",="198.084",="0",="276.7578",="355.1553",="79.9191",="2969.832",="0",="5.4044",="0",="0",="0",="2708.2529",="0",="0",="0",="138.397",="109.5162",="2310.4237",="238.4228",="2463.1521",="0",="570.7697",="0",="2191.5065",="669.0507",="1022.888",="0",="260.6147",="0",="2359.2797",="0",="6160.4544",="173.0015",="0",="232.5265",="0",="0",="207.7748",="162.3066",="733.8523",="1490.9069",="469.4209",="1041.1485",="312.3278",="695.1431",="163.221",="1100.4638",="5315.0954",="0",="704.0212",="28.149",="0",="33.1524",="0",="53.0138",="45.1873",="11.0641",="291.28610000000003",="1013.2232999999999",="6651.5209",="3684.1638",="670.8434",="2842.5206",="0",="0",="0",="912.3013",="83.7062",="0",="187.4441",="1215.7012",="949.7791",="0",="610.3417",="840.734",="306.0492",="2254.8173",="640.6455",="0",="0",="440.9228",="0",="1373.9129",="0",="53.6404",="89.8851",="0",="609.3767",="0",="4480.2514",="0",="0",="0",="3786.6763",="4905.9275",="0",="4896.988",="11763.8747",="722.2",="1499.7455",="252.217",="0",="0",="0",="0",="0",="0",="0",="190.6894",="0",="3760.3002",="118.536",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1141.9183"
="VISl2/3",="0",="3269.2565",="458.4409",="2048.1285",="2136.5948",="14.674",="2267.7169",="0",="4488.7793",="647.6287",="2847.9384",="0",="3699.7992",="94.4553",="0",="0",="411.0372",="603.625",="1267.2182",="84.4311",="3381.9838",="0",="1428.0556",="0",="2303.7461",="3395.0484",="734.5326",="0",="2.6774",="6.7682",="2699.4871",="0",="5246.3061",="0",="745.8658",="284.7093",="1040.1478",="0",="819.7722",="1168.4883",="940.211",="3643.3611",="754.6394",="5557.0646",="4651.6977",="3139.3248",="466.6355",="2368.5725",="5307.1869",="0",="0",="1093.3076",="0",="256.7132",="0",="2911.712",="0",="2016.8202",="0",="4932.1798",="1169.9467",="3085.3589",="992.7326",="736.5561",="0",="0",="0",="0",="0",="0",="576.1747",="1425.1815",="13638.1925",="87.1526",="1897.6732000000002",="577.7981",="0",="80.9849",="0",="0",="0",="2468.3481",="0",="4553.1729",="0",="52.1929",="545.2304",="0",="572.0813",="0",="1464.3426",="6.8798",="0",="184.7559",="3071.6709",="9567.1734",="0",="1516.6549",="7913.1674",="0",="5595.8319",="503.5098",="0",="0",="0",="0",="0",="0",="0",="220.323",="0",="687.5272",="153.6476",="193.3006",="0",="0",="0",="230.3702",="0",="0",="0",="0",="0",="363.8249"
="VISl4",="0",="530.5223",="2453.1885",="669.7051",="667.0286",="712.5785",="2343.0903",="0",="90.6695",="479.8313",="1341.3945",="0",="1289.2643",="223.4679",="0",="0",="157.2185",="590.2097",="1059.3936",="322.1107",="2392.3404",="0",="872.7301",="0",="1100.9763",="1943.9549",="483.6027",="0",="217.5653",="116.9887",="775.0616",="0",="1411.8815",="0",="198.5866",="55.068",="110.9944",="0",="117.4296",="89.9497",="307.7574",="559.9631",="507.5901",="126.8027",="1703.0361",="411.281",="151.7915",="753.4607",="2027.9453",="0",="0",="275.257",="0",="0",="0",="450.9613",="0",="751.1884",="744.0772",="717.3835",="489.866",="5381.3703000000005",="2109.5654",="423.4167",="0",="0",="0",="0",="0",="0",="701.5503",="575.8776",="2016.6421",="31.4154",="326.8876",="137.8454",="0",="0",="216.8235",="0",="0",="763.6136",="0",="728.5295",="0",="60.1815",="0",="0",="174.3264",="0",="1087.0849",="11.4774",="0",="167.0974",="2463.4309000000003",="2775.8368",="0",="2585.1372",="4240.3117999999995",="35.9105",="3928.0936",="0",="0",="0",="0",="0",="488.9561",="0",="0",="0",="0",="581.0238",="180.2434",="170.7964",="0",="0",="0",="3.261",="0",="0",="0",="0",="320.6483",="375.3142"
="VISl5",="0",="1359.5567",="3167.9727",="737.8405",="883.3518",="863.6484",="2249.0374",="460.9944",="0",="79.6287",="675.9802",="0",="3484.9817",="322.3931",="0",="0",="110.0429",="466.512",="953.1519",="52.2295",="219.8939",="0",="609.6879",="0",="3671.2271",="2382.4264",="1079.0588",="0",="611.5584",="1348.1904",="2735.8326",="1534.9737",="1952.125",="867.7047",="0",="757.337",="188.748",="0",="513.5194",="1098.5324",="966.0137",="198.3101",="1611.6505",="2006.5234",="1336.7347",="1578.5195",="802.5604",="1502.9082",="3839.7085",="401.6745",="0",="0",="0",="204.636",="1004.1958000000001",="1757.1965",="0",="0",="920.7669",="2733.4918",="722.4797",="1436.8523",="347.4691",="720.5448",="408.277",="264.5765",="0",="0",="219.5606",="663.3758",="1579.173",="1942.9427",="2710.1239",="96.4705",="249.7281",="65.6866",="0",="1542.98",="0",="0",="0",="451.1667",="282.2066",="500.7771",="48.8839",="269.829",="0",="269.9327",="0",="355.1737",="2258.2106",="1253.5051",="0",="371.1972",="1906.2521000000002",="3380.5134",="223.1115",="2068.8428",="4094.2948",="107.0799",="748.3311",="0",="1909.7147",="533.8035",="415.9373",="347.2351",="1717.1542",="4.8936",="1430.2634",="0",="592.6956",="2007.275",="77.2407",="2153.2607",="677.3519",="0",="72.5415",="661.031",="283.4775",="0",="721.9161",="0",="228.9878",="931.0601"
="VISpl1",="0",="14.9315",="0",="249.5406",="1153.7079",="1052.0163",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="249.7698",="0",="201.5283",="16.9827",="108.0521",="0",="0",="0",="0",="0",="2874.1201",="2014.6137",="349.3361",="0",="1095.1498",="250.908",="0",="606.74",="93.8391",="264.8203",="0",="0",="0",="277.5278",="1317.7692",="1758.3727000000001",="1734.3259",="0",="0",="0",="113.9325",="0",="0",="2957.6406",="10755.7122",="0",="0",="0",="473.8654",="0",="5404.3944",="0",="5229.5055",="264.9478",="0",="2591.3975",="3961.2208",="2870.1456",="6654.5392",="1049.8564",="0",="0",="4447.7137",="682.5432",="8923.3354",="564.7322",="1543.6025",="0",="0",="26.234",="1373.8355",="0",="0",="446.0051",="0",="0",="1214.7201",="1045.315",="2154.2877",="12851.734400000001",="1722.9877",="7073.7966",="3868.3026",="0",="4061.2416",="0",="0",="56.5535",="0",="25.7491",="0",="62.1283",="35.0261",="2293.06",="0",="167.0102",="0",="0",="20.1972",="0",="0",="0",="0",="526.1196",="0",="828.1347",="0",="0",="0",="0",="0",="822.5537",="0",="0",="174.3741",="0",="0",="715.6691"
="VISli1",="0",="258.1637",="0",="0",="0",="0",="0",="0",="183.2511",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="109.8529",="45.7755",="711.3225",="0",="0",="0",="201.9721",="0",="401.1306",="146.2429",="0",="0",="476.1234",="0",="3883.7446",="59.6097",="561.1978",="0",="0",="24.6895",="0",="0",="0",="0",="0",="0",="353.2948",="0",="0",="242.7285",="0",="0",="0",="0",="0",="76.133",="3423.0872",="0",="0",="0",="0",="0",="0",="435.1675",="0",="0",="315.2409",="0",="337.3906",="0",="0",="239.2055",="0",="1635.1967",="0",="0",="0",="0",="0",="1621.2242",="0",="1383.9363",="237.265",="0",="1383.4332",="0",="0",="0",="0",="0",="0",="27.2727",="0",="676.0856",="318.0804",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1008.3099"
="VISli2/3",="0",="416.9771",="347.2073",="0",="0",="0",="264.9867",="0",="4274.6931",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="245.5731",="313.9792",="2027.7822",="0",="0",="0",="394.1877",="0",="538.5289",="466.2615",="0",="0",="993.5574",="0",="10690.2725",="164.766",="768.6698",="101.3255",="0",="535.033",="214.1972",="113.1302",="0",="0",="0",="0",="0",="0",="94.3406",="674.9286",="0",="836.4829",="0",="0",="0",="3645.7106",="1058.1627",="0",="0",="0",="0",="0",="9.2674",="0",="0",="0",="22.4568",="0",="7598.0186",="4.8465",="0",="699.6519",="0",="600.3137",="0",="0",="0",="381.7748",="0",="1568.4584",="0",="1446.3592",="1980.4608",="0",="739.2476",="0",="66.9502",="0",="0",="0",="0",="0",="0",="0",="287.2418",="0",="795.5755",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="565.2206"
="VISli4",="0",="661.4564",="656.4129",="0",="0",="0",="0",="0",="350.8447",="10.9941",="28.573",="0",="16.2246",="0",="84.8607",="0",="0",="0",="0",="0",="0",="0",="0",="0",="165.6281",="0",="192.1886",="0",="0",="0",="211.0803",="0",="185.4608",="0",="0",="0",="280.5757",="0",="3134.3172",="249.1083",="173.9684",="289.6892",="0",="123.2156",="254.541",="0",="0",="0",="0",="0",="0",="0",="61.6129",="0",="0",="555.9774",="0",="0",="18.7137",="134.7829",="89.3347",="0",="0",="0",="0",="0",="0",="0",="0",="0",="104.0773",="0",="973.5755",="0",="0",="162.6285",="0",="681.9105",="0",="0",="0",="0",="0",="341.284",="0",="466.0226",="37.0314",="0",="0",="0",="184.2551",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.0889",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.9881"
="VISli5",="0",="588.3386",="269.4847",="0",="255.2768",="444.5135",="771.4027",="0",="0",="1282.0026",="5.4771",="0",="0",="0",="286.1951",="0",="0",="0",="18.2427",="0",="0",="0",="0",="0",="555.4501",="0",="842.1622",="0",="0",="311.7526",="966.6402",="188.7648",="509.1653",="460.6633",="0",="415.1899",="223.546",="642.16",="2786.9471",="1674.7959",="718.0147",="0",="133.7059",="276.0851",="514.2371",="228.1753",="0",="0",="126.6442",="0",="0",="0",="0",="0",="0",="359.4487",="0",="0",="933.4555",="200.3727",="864.7366",="0",="0",="143.7311",="0",="408.9382",="0",="0",="0",="0",="269.6307",="0",="1997.8973",="0",="0",="300.5988",="0",="2201.9162",="0",="0",="0",="0",="0",="588.1615",="0",="501.5686",="63.0308",="0",="0",="0",="180.1555",="0",="0",="0",="144.084",="0",="0",="0",="0",="0",="32.1079",="0",="652.6328",="0",="0",="0",="0",="0",="107.347",="0",="0",="141.7959",="0",="0",="130.5891",="0",="0",="0",="0",="0",="0",="0",="0",="274.7966"
="RSPagl2/3",="0",="22.8969",="0",="0",="569.1845",="0",="0",="376.3813",="4646.0869",="5763.623",="227.2129",="0",="0",="0",="493.8753",="91.5465",="0",="0",="1140.6545",="0",="0",="4550.4692",="0",="0",="0",="0",="352.3897",="0",="322.6702",="1066.1855",="157.1138",="206.5485",="0",="0",="0",="0",="0",="3527.4859",="0",="0",="217.0798",="0",="0",="0",="0",="0",="0",="0",="0",="4466.3306",="2824.7234",="0",="0",="0",="551.7962",="0",="2438.4235",="0",="1096.5786",="0",="281.7206",="736.9588",="6201.3949",="286.2632",="2479.4104",="0",="0",="1487.0797",="2297.4778",="1141.2557",="15.7742",="0",="129.3555",="0",="0",="0",="0",="2070.5017",="0",="18743.0513",="0",="0",="9389.759",="604.1556",="6657.9657",="300.992",="3515.2969999999996",="1252.2164",="1410.703",="1420.2017",="3706.9096",="411.1646",="1828.6224",="492.2439",="295.7858",="0",="0",="0",="1820.5946",="0",="0",="875.4307",="0",="0",="259.4769",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl5",="0",="769.2133",="0",="76.0792",="357.8679",="0",="0",="1529.6918",="1348.738",="1211.022",="0",="0",="566.3001",="0",="122.8932",="254.5878",="0",="0",="2158.394",="423.2393",="0",="9174.2208",="1061.0162",="0",="0",="0",="51.1786",="0",="478.1499",="1154.3872",="52.4204",="264.3041",="0",="0",="0",="0",="141.571",="4166.2837",="0",="0",="429.6289",="168.7054",="0",="0",="0",="0",="0",="0",="0",="1924.2271",="304.611",="0",="0",="0",="2542.649",="0",="805.6521",="0",="549.0537",="0",="1122.0823",="1391.1225",="936.9336",="0",="505.795",="251.626",="0",="1207.7046",="1444.173",="314.9653",="667.553",="0",="2310.3423",="0",="0",="0",="0",="1119.3206",="0",="3555.15",="0",="523.1114",="2713.8489",="0",="1175.2493",="414.0195",="711.7342",="3105.0233",="975.9514",="774.2932",="690.4679",="1242.3123",="2767.6777",="528.2237",="293.1828",="0",="222.134",="0",="819.5643",="43.5132",="516.2507",="205.442",="0",="412.16420000000005",="709.7796",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="453.0918",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6a",="0",="197.2553",="0",="200.5219",="372.9406",="0",="0",="1894.9966",="137.5854",="954.4514",="0",="0",="162.5315",="0",="843.4299",="0",="0",="0",="428.692",="1411.7489",="101.2933",="844.1641",="947.2907",="204.3045",="0",="0",="0",="150.2979",="0",="470.3547",="452.4961",="453.9543",="2.5739",="0",="0",="0",="331.4241",="414.0458",="0",="145.5863",="287.0385",="408.9741",="0",="0",="0",="0",="0",="0",="0",="432.7522",="573.366",="0",="0",="215.1719",="1082.2793",="0",="238.6764",="0",="768.6239",="0",="0",="524.5453",="335.1281",="0",="0",="148.64",="0",="202.32049999999998",="779.7106",="0",="697.22",="0",="517.5964",="0",="0",="721.0481",="390.6885",="321.7347",="0",="1309.0436",="0",="201.2249",="3206.3659",="383.9136",="0",="400.3402",="844.26",="469.04380000000003",="231.3425",="1222.1601",="351.5599",="923.5007",="1028.2479",="1408.6859",="0",="244.2939",="3942.8415",="871.7838",="754.4291",="279.1444",="132.7206",="525.6976999999999",="0",="2058.5715",="1628.3513",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="355.2986",="0",="44.2842",="0",="0",="0",="33.765",="0",="0"
="RSPd5",="0",="241.8096",="0",="0",="267.28",="0",="0",="1130.4983",="0",="1083.3425",="0",="0",="1017.1543",="0",="0",="0",="0",="0",="0",="0",="0",="1659.1563",="0",="0",="0",="0",="0",="0",="0",="437.2592",="616.3413",="1553.6127",="0",="0",="0",="0",="0",="2428.3033",="0",="341.8613",="0",="0",="0",="0",="0",="0",="0",="0",="0",="868.2347",="1219.2898",="0",="0",="0",="1149.333",="0",="1996.8139",="0",="1549.5114",="0",="36.3386",="404.8045",="2089.1698",="0",="401.6439",="116.7085",="0",="1369.1768",="480.8252",="254.3146",="856.7175",="0",="2903.0535",="0",="0",="0",="0",="872.2807",="0",="3565.4447",="0",="574.1588",="911.5649",="468.6969",="336.4602",="339.6288",="1352.7131",="858.8926",="1245.1114",="969.8249",="220.99689999999998",="0",="726.2117",="0",="0",="0",="1483.327",="0",="0",="1462.3158",="1018.733",="2831.8761999999997",="0",="659.794",="215.503",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="48.3116",="0",="113.3211",="0",="0",="0",="0",="0",="0"
="RSPd6a",="0",="269.0492",="0",="0",="2579.3613",="0",="0",="416.286",="0",="359.0845",="485.5581",="0",="0",="0",="0",="0",="0",="0",="0",="2156.9515",="33.423",="1166.9427",="457.5645",="0",="0",="0",="0",="0",="0",="373.197",="539.5654",="917.0399",="0",="0",="0",="0",="51.908",="356.2345",="0",="1396.3503",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2496.2184",="0",="0",="325.8727",="1211.5105",="0",="939.6975",="0",="766.4369",="0",="0",="0",="1885.276",="0",="0",="124.4295",="0",="344.9383",="309.6123",="665.0969",="0",="0",="2458.8174",="0",="0",="22.9012",="921.285",="0",="0",="2038.1826",="0",="135.0357",="1256.2137",="85.0718",="0",="529.4599",="1468.9903",="990.7527",="375.9796",="2223.8456",="208.9542",="171.4121",="0",="0",="0",="0",="3014.8198",="980.0999",="193.3644",="1542.154",="676.8689",="2547.4415",="0",="7213.0357",="874.4884",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6a",="0",="0",="0",="1682.0702",="0",="136.1168",="0",="0",="0",="0",="10.0362",="300.1459",="431.675",="0",="891.9105",="0",="430.7437",="91.0307",="0",="0",="428.4178",="898.7558",="69.2203",="162.4913",="0",="0",="0",="723.6271",="405.9051",="103.1354",="821.3269",="901.1441",="839.0748",="485.239",="253.6774",="854.1922",="0",="0",="0",="0",="357.0748",="0",="329.396",="0",="84.266",="0",="0",="0",="0",="0",="0",="0",="0",="208.931",="240.9679",="0",="847.2676",="0",="0",="88.6309",="0",="478.9399",="363.4609",="0",="0",="415.8766",="48.7117",="0",="0",="0",="326.0517",="521.6826",="780.0123",="0",="0",="280.5435",="232.114",="0",="0",="0",="0",="228.2914",="533.1656",="0",="0",="0",="0",="0",="0",="0",="0",="2614.8724",="0",="1560.6221",="0",="869.3171",="810.819",="0",="46.8948",="421.1168",="0",="2442.6159",="0",="5229.6789",="2451.3029",="241.82",="0",="126.4663",="0",="0",="0",="0",="629.551",="0",="0",="577.2234",="80.5175",="877.553",="432.9628",="1365.1311",="629.6984",="1489.3915",="269.6216",="0"
