NeuronId,x,y,z
="202053_039.swc",="8259.580078125",="1817.97998046875",="8384.830078125"
="202053_083.swc",="8426.830078125",="2324.27001953125",="8846.7099609375"
="202055_017.swc",="7980.8798828125",="1873.800048828125",="8270.51953125"
="202055_019.swc",="7938.52001953125",="1801.780029296875",="8138.2998046875"
="202055_027.swc",="7692.4501953125",="1815.3299560546875",="8134.14990234375"
="202055_028.swc",="7704.72021484375",="1815.530029296875",="8132.72021484375"
="202056_005.swc",="8643.6298828125",="2276.800048828125",="8872.1201171875"
="202056_006.swc",="8404.26953125",="2333.639892578125",="8884.5703125"
="202056_016.swc",="7848.490234375",="1683.72998046875",="8237.6796875"
="202402_001.swc",="8564.2802734375",="2863.97998046875",="9477.2900390625"
="202402_002.swc",="8513.740234375",="2803.02001953125",="9393.1796875"
="202402_003.swc",="8618.1103515625",="2814.6298828125",="9395.3095703125"
="202402_006.swc",="8608.0302734375",="2769.030029296875",="9345.8798828125"
="202402_015.swc",="8605.099609375",="2589.1298828125",="9057.8798828125"
="202403_040.swc",="8608.3896484375",="2808.739990234375",="9533.25"
="202403_087.swc",="8319.7001953125",="3140.5",="9616.1201171875"
="202403_090.swc",="8438.9296875",="3389.14990234375",="9673.6201171875"
="202406_003.swc",="8539.0302734375",="2598.06005859375",="9160.6904296875"
="202406_006.swc",="8838.26953125",="2759",="9152.669921875"
="202406_009.swc",="8939.3095703125",="2919.610107421875",="9181.7802734375"
="202406_017.swc",="8923.58984375",="2984.2099609375",="9309.099609375"
="202406_018.swc",="8992.4501953125",="2911.840087890625",="9341.990234375"
="202406_020.swc",="8937.75",="3371.830078125",="9535.150390625"
="202406_021.swc",="8946.33984375",="3087.360107421875",="9572.7099609375"
="202406_023.swc",="8991.900390625",="2988.1298828125",="9482.3798828125"
="202406_173.swc",="8289.7197265625",="3200.22998046875",="9508.33984375"
="202406_174.swc",="8493.3603515625",="3157.699951171875",="9516.3603515625"
="202406_175.swc",="8453.2998046875",="3042.75",="9537.73046875"
="202406_176.swc",="8464.490234375",="2968.739990234375",="9482.66015625"
="202406_177.swc",="8171.60986328125",="2998.010009765625",="9395.1103515625"
="202406_178.swc",="8126.7001953125",="2959.929931640625",="9346.0703125"
="202406_179.swc",="8740.6298828125",="2939.969970703125",="9346.4697265625"
="202406_180.swc",="8732.599609375",="2997.830078125",="9451.2998046875"
="202406_181.swc",="8397.8701171875",="2790.699951171875",="9292.76953125"
="202406_182.swc",="8701.41015625",="3069.929931640625",="9474.6796875"
="202406_208.swc",="8367.1103515625",="2844.6201171875",="9391.900390625"
="202406_209.swc",="8224.0595703125",="2565.699951171875",="9346.98046875"
="202406_210.swc",="8423.1904296875",="3044.429931640625",="9486.7197265625"
="202406_212.swc",="8427.150390625",="3212.030029296875",="9525.5"
="202406_213.swc",="8031.580078125",="3054.719970703125",="9372.26953125"
="202406_214.swc",="8657.650390625",="2996",="9529"
="202406_217.swc",="8986.830078125",="3792.77001953125",="9831.6796875"
="202406_218.swc",="8793.759765625",="3786.239990234375",="9848.009765625"
="202406_223.swc",="8374.2099609375",="2684.739990234375",="9225.4404296875"
="202406_224.swc",="8391.509765625",="2795.2900390625",="9306.8896484375"
="202406_225.swc",="8976.669921875",="2668.60009765625",="9176.2001953125"
="202406_232.swc",="8440.2197265625",="3329.800048828125",="9699.16015625"
="202407_003.swc",="6718.08984375",="1708.1800537109375",="4307.43994140625"
="202422_006.swc",="8852.91015625",="2697.580078125",="9127.900390625"
="202422_007.swc",="8855.3095703125",="2681.68994140625",="9105.4296875"
="202422_008.swc",="8920.1298828125",="2701.3701171875",="9105.73046875"
="202422_010.swc",="8665.9501953125",="2609.469970703125",="9157.0302734375"
="202422_013.swc",="8972.1396484375",="2843.14990234375",="9178.25"
="202422_014.swc",="8916.419921875",="2822.93994140625",="9180.2802734375"
="202423_005.swc",="8654.150390625",="3613.679931640625",="9780.9296875"
="202423_009.swc",="8837.0400390625",="3472.5400390625",="9675.3603515625"
="202423_022.swc",="8542.849609375",="4203.08984375",="9838.0595703125"
="202427_091.swc",="8378.33984375",="3693.1298828125",="1561.989990234375"
="202427_143.swc",="8765.1201171875",="4423.759765625",="1668.8599853515625"
="202461_011.swc",="7845.93994140625",="2402.39990234375",="9073.9404296875"
="202461_014.swc",="7920.2900390625",="1703.56005859375",="8202.26953125"
="202461_015.swc",="7611.4501953125",="1585.6099853515625",="8047.14013671875"
="202461_065.swc",="7793.1298828125",="1623.219970703125",="7908.72998046875"
="202461_073.swc",="8191.2099609375",="1807.260009765625",="7549.8798828125"
="202462_005.swc",="8015.669921875",="1738.1199951171875",="8013.91015625"
="202464_013.swc",="8574.259765625",="2715.570068359375",="9225.2802734375"
="202495_001.swc",="8296.7998046875",="3150.320068359375",="9581.7802734375"
="202495_002.swc",="8346.75",="3537.530029296875",="9723.0703125"
="202495_003.swc",="8493.5400390625",="3835.719970703125",="9763.9404296875"
="202495_006.swc",="8406.2998046875",="3861.969970703125",="9833.7001953125"
="202495_011.swc",="8478.2802734375",="4296.2900390625",="9756.5498046875"
="202495_012.swc",="8444.8203125",="4152.18017578125",="9756.2001953125"
="202495_013.swc",="8422.830078125",="4242.64990234375",="9748.8095703125"
="202495_014.swc",="8351.0703125",="3811.360107421875",="9803.1396484375"
="202495_015.swc",="8459.1201171875",="4073.39990234375",="9788.4697265625"
="202495_018.swc",="8532.91015625",="3878.110107421875",="9829.8896484375"
="202495_023.swc",="8321.8603515625",="3963.159912109375",="9816.7197265625"
="202495_027.swc",="8373.2197265625",="3631.93994140625",="9701.16015625"
="202495_028.swc",="8565.9296875",="3839.330078125",="9773.8701171875"
="202496_005.swc",="8385.849609375",="4262.72021484375",="9783.740234375"
="202496_006.swc",="8431.7802734375",="3955.8701171875",="9760.9599609375"
="202496_013.swc",="8306.7197265625",="4265.1201171875",="9726.7197265625"
="202496_016.swc",="8722.1396484375",="3233.590087890625",="9667.3603515625"
="202497_012.swc",="8772",="3994.260009765625",="9765.5400390625"
="202497_016.swc",="8889.3896484375",="3835.429931640625",="9796.349609375"
="202498_013.swc",="8452.9599609375",="3958.570068359375",="9917.4697265625"
="202499_002.swc",="8531.4501953125",="3363.219970703125",="9636.26953125"
="202499_004.swc",="8551.5703125",="3114.530029296875",="9576.009765625"
="202499_010.swc",="8644.6796875",="3844.830078125",="9750.8095703125"
="202499_022.swc",="8664.5400390625",="4103.16015625",="9863.33984375"
="202500_003.swc",="8632.7568359375",="4056.202880859375",="9902.5263671875"
="202500_005.swc",="8308.703125",="3867.531005859375",="9757.3876953125"
="202500_007.swc",="8594.3369140625",="3753.6279296875",="9734.791015625"
="202501_001.swc",="8759.5703125",="4013.989990234375",="9743.150390625"
="202501_002.swc",="8692.7998046875",="3954.25",="9867.5498046875"
="202501_007.swc",="8636.9404296875",="3681.06005859375",="9776.51953125"
="202501_008.swc",="8748.0302734375",="3577.219970703125",="9704.9501953125"
="202501_010.swc",="8780.6201171875",="3856.300048828125",="9884.2099609375"
="202501_012.swc",="8899.1904296875",="3939.360107421875",="9705.51953125"
="202501_013.swc",="8702.5595703125",="3744.489990234375",="9794.4599609375"
="202501_017.swc",="8912.0498046875",="3687.510009765625",="9694.6103515625"
="202501_022.swc",="8615.0703125",="3600.5",="9746.1396484375"
="202501_024.swc",="8572.33984375",="3659.090087890625",="9770.150390625"
="202501_025.swc",="8611.6396484375",="3849.02001953125",="9797"
="202502_003.swc",="8644.2001953125",="3699.7900390625",="9761.9599609375"
="202502_004.swc",="8687.099609375",="3919.219970703125",="9745.5498046875"
="202502_005.swc",="8646.1396484375",="3660.739990234375",="9817.83984375"
="202502_012.swc",="8562.48046875",="3921.85009765625",="9877.8203125"
="202502_013.swc",="8558.8603515625",="3963.530029296875",="9871.0302734375"
="202502_016.swc",="8749.419921875",="4162.25",="9786.4697265625"
="202502_025.swc",="8578.76953125",="4365.83984375",="9838.169921875"
="202502_027.swc",="8653.240234375",="4338.97998046875",="9801.8896484375"
="202502_031.swc",="8719.83984375",="4400.66015625",="9659.8095703125"
="202548_039.swc",="8808.6904296875",="4010.489990234375",="9736.6904296875"
="202566_003.swc",="7950.169921875",="1738.25",="3541.510009765625"
="202566_004.swc",="8234.6904296875",="1703.6300048828125",="3677.969970703125"
="202566_006.swc",="7757.0498046875",="1711.780029296875",="3506.409912109375"
