 ,221057_071,221057_098,221057_099,221057_102,221057_103,221057_120,221057_123,221057_130,221057_131,221057_135,221057_137,221057_150,221057_151,221057_153,221057_155,221057_167,221364_083,221364_087,221481_256,221481_257,221481_258,221481_522,221481_524,221701_041,221701_047,221701_052,221701_055,221701_060,221727_015,230011_174,230011_175,230066_079,230066_126,231570_012,231685_259,231685_281,233285_119,233379_133,233380_037,233668_057,233668_059,233668_061,233668_062,233668_063,233668_064,233668_065,233668_071,233668_073,233668_075,233668_080,233668_095,233668_099,233668_101,233668_102,233668_170,233795_002,233795_003,233795_008,233795_009,233795_011,233795_012,233795_013,233795_085,233795_087,233795_088,233795_089,233795_090,233795_092,233795_093,233795_094,233795_095,233795_097,233795_098,233795_102,221090_095,221091_154,221417_015,221417_019,221417_043,221418_129,221478_326,221479_166,221480_100,221481_254,221702_004,231685_243,231685_274,231685_286,231686_057,233379_029,233379_031,233379_036,233379_097,233379_130,233380_036,233666_139,233666_190,233666_200,233666_204,233666_218,221090_092,221090_094,221090_099,221091_125,221091_158,221417_017,221418_127,221418_135,221418_137,221477_058,221477_059,221479_185,221479_236,221481_137,221515_017,231687_014,233379_123,233666_201,233667_154,233667_217,233667_256,233667_257,233667_269,233667_289,233667_297,221065_081,221065_082,231687_027,233284_183,233667_270,221225_016,221365_067,233666_161,233666_182,233666_196,233666_198,233666_203,233666_225,233667_165,233667_178,233667_259,233667_272,221065_086,233667_261
="AUDd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="714.6378",="501.8462",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.3816",="0",="0",="0",="0",="0",="70.2346",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="129.3285",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="95.2001",="62.5591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="401.6535",="0",="0",="0",="0",="0",="0",="0",="252.4072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="53.1928",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="354.9056",="23.6599",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="708.7208",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.8539",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="873.4973",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="742.6126"
="RSPv6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.3298",="0",="0",="0",="0",="0",="328.2241",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.9749",="0",="0",="0",="0",="0",="0",="747.2207",="0",="0",="0",="0",="0",="0",="0",="0",="0",="61.6217",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="770.6089999999999",="426.2614",="0",="0",="51.5858",="0",="0",="396.7637",="0",="1635.2477",="0",="0",="0",="0",="0",="0",="294.5434",="0",="0",="0",="2407.0813",="13.2244",="0",="0",="0",="0",="0",="0",="1825.6649",="0",="0",="586.7855",="2489.658",="0",="0",="0",="151.1229",="0",="2720.4462",="1412.1372999999999",="919.2353",="2475.5429999999997",="237.5634",="121.6507",="511.3951",="146.6344",="0",="769.42",="102.7659",="670.5069",="182.8229",="0",="0",="241.6365",="623.7831",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.689",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.0642",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="39.3207",="41.2324",="0",="0",="0",="0",="0",="55.4234",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.841",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="179.1487",="333.1579",="0",="0",="0",="0",="0",="527.9512",="20.4239",="41.3018",="215.6393",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="11.9487",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="969.8313",="0",="0",="0",="0",="0",="0",="0",="76.3638",="0",="58.9877",="628.6928",="67.1988",="0",="0",="760.347",="0",="134.6878",="0",="0",="0",="0",="0",="0",="0",="0",="0",="75.5418",="125.4537",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6667.829",="5312.1138",="0",="0",="0",="0",="0",="1737.0285",="0",="0",="0",="426.4249",="0",="0",="0",="0",="0",="3272.6194",="0",="0",="729.1306",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8626.0682",="0",="0",="0",="0",="0",="6828.861",="56.5037",="1382.4484",="0",="0",="0",="243.6436",="0",="3800.7354",="0",="0",="0",="315.5628",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="558.454",="0",="0",="0"
="dhc",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1519.1751",="0",="0",="0",="0",="0",="0",="0",="0",="215.6231",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3115.9758",="450.1852",="185.4995",="0",="2074.0339",="255.7526",="335.2398",="252.144",="0",="644.9937",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3446.7911999999997",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="232.8574",="0",="809.72",="819.7525",="0",="0",="0",="0",="827.5728",="0",="0",="0",="0",="1673.6007",="0",="0",="0",="0",="444.0609",="588.2414",="497.0144",="229.8672",="352.54049999999995",="0",="0",="0",="0",="0",="0",="0",="2038.2619",="0",="0",="0",="0",="0",="0",="349.3356",="0",="0",="0",="0",="162.2156",="0",="0",="154.9006",="151.8986",="0",="0",="0",="0",="497.8591",="0",="0",="315.5765",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="513.9577",="0",="0",="61.9275"
="SSs5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="453.7087",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="17.5671",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="158.987",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="88.5294",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="116.7653",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="422.6799",="0",="0",="0",="0",="121.0992",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2.5781",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-tr6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="441.2826",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="644.0097",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="310.1968",="0",="602.188",="0",="0",="0",="0",="0",="643.2937",="0",="0",="0",="0",="0",="0",="0",="0",="0",="831.7597",="0",="0",="0",="195.0003",="215.7296",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1073.8601",="0",="0",="0",="0",="481.238",="0",="0",="0",="0",="0",="0",="0",="521.1421",="0",="119.7766",="237.6098",="2097.3531",="509.6866",="14.121",="0",="747.4758",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="531.2216",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="223.0005",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="299.5591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="923.7452",="0",="256.6438",="168.137",="230.2602",="0",="151.6715",="0",="0",="329.7859",="0",="0",="0",="258.4504",="0",="0",="0",="594.725",="0",="0",="0"
="VISa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="350.477",="1.7716",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="125.9242",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1021.3933",="0",="0",="22.9022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1.9916",="0",="52.4391",="0",="0",="0",="0",="24.1476",="0",="0",="0",="0",="0",="0",="357.5712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="40.7079",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="721.8077",="0",="0",="0",="4.5084",="0",="0",="0",="0",="0",="219.4564",="149.7186",="28.0288",="0",="0",="0",="0",="0",="0",="396.0843",="0",="0",="0",="0",="0",="0",="142.7127",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="588.0159",="0",="0",="0",="0",="0",="0",="0",="71.9532",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="16.8406",="0",="0",="0",="310.2364",="0",="274.8101",="0",="0",="267.162",="0",="0",="0",="101.5853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="105.232",="0"
="PERI6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.7033",="0",="0",="0",="0",="32.6172",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="145.2502",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PERI6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.4168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4.9151",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="327.6507",="0",="0",="112.2226",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ec",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="238.6489",="0",="0",="0",="0",="117.4035",="0",="0",="0",="0",="427.9536",="2.0618",="0",="658.8277",="407.3702",="333.3419",="558.3903",="1100.4449",="0",="936.2017",="189.2059",="980.3849",="0",="0",="0",="0",="0",="567.6127",="0",="0",="0",="0",="0",="0",="551.5897",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="106.5941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.9535",="0",="0",="0",="0",="0",="191.7891",="0",="0",="0",="0",="0",="0",="100.3814",="0",="143.2915",="0",="0",="0",="0",="105.0463",="0",="0",="0",="0",="0",="0",="0",="261.7082",="0",="115.5904",="0",="0",="0",="0",="0",="1118.1482",="0",="1070.989",="1521.3431",="91.6553",="508.5032",="0",="0",="425.0034",="133.9501",="0",="651.1516",="0",="0",="538.1214",="0",="0",="0",="0",="0",="0",="0",="563.4284",="660.0995",="0",="258.4311"
="ar",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.1292",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="258.7201",="0",="101.2747",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.5025",="663.8744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="638.0762",="0",="0",="250.7953",="0",="0",="0",="0",="0",="0",="0",="0",="1117.529",="0",="0",="0",="0",="0",="145.6513",="0",="0",="0",="254.9926",="0",="194.0501",="0",="0",="496.8954",="0",="0",="0",="370.9993",="560.2947",="109.7596",="396.4004",="340.5676",="400.9413",="0",="0",="80.128",="302.8355",="260.5801",="326.3262",="318.728",="1571.0924",="252.2234"
="AUDd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="17.2952",="0",="34.0904",="0",="292.4427",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="109.3033",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="156.0186",="0",="0",="0",="75.6558",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="29.7176",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="177.6917",="0",="0",="40.129",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.8668",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.3532",="0",="0",="0",="0",="245.9351",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="169.8227",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.6711",="0",="0",="0",="2.3423",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="CP",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="19996.8602",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8561.7914",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10709.69",="30078.5113",="0",="0",="0",="0",="0",="109046.4944",="0",="0",="21068.9906",="0",="3817.284",="91512.7172",="0",="0",="0",="0",="0",="0",="0",="1366.6607",="14855.1159",="0",="32462.4055",="3439.0015",="1847.8851",="50575.0925",="1105.0377",="0",="0",="25449.0939",="14060.192",="0",="98338.0749",="549.0086",="0",="29939.818",="26943.2643",="0",="0",="18790.0922",="34826.4199",="0",="0",="2562.7266",="0",="17631.449",="44861.0497",="18772.6322",="0",="0",="0",="0",="0",="15727.9351",="9565.0059",="0",="1125.7611",="9252.4158",="330.2047",="11009.1152",="6489.2315",="0",="607.7167",="0",="270.3438",="0",="1699.6401"
="ccb",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1783.5045",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="637.7189",="0",="0",="0",="0",="0",="159.536",="0",="0",="0",="0",="0",="3961.2841",="0",="0",="0",="0",="0",="0",="0",="0",="5985.0505",="0",="0",="1322.0985",="0",="2886.1105",="2791.5492",="0",="0",="255.5749",="1241.0372",="0",="2832.5336",="0",="0",="5.3556",="1179.8823",="0",="0",="381.0046",="2004.3153",="0",="0",="0",="0",="19.3984",="4032.7049",="1262.1209",="0",="0",="0",="0",="0",="111.7189",="87.5456",="0",="0",="4.987",="0",="139.8411",="0",="0",="0",="0",="0",="0",="0"
="ccs",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="919.1836",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="358.9187",="0",="0",="0",="0",="0",="0",="0",="0",="0",="679.6922",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1032.8388",="459.83000000000004",="1034.836",="146.3865",="2255.6173",="100.7842",="688.0904",="0",="1884.3271",="0",="0",="621.468",="678.8588",="0",="2842.6881",="0",="0",="483.7161",="0",="987.4961000000001",="57.1129",="0",="729.7327",="2083.0051000000003",="1264.031",="547.8717",="0",="2128.4276",="3460.6122",="1510.3841",="0",="904.7443",="1400.9101",="1945.8247999999999",="0",="2882.1778000000004",="2633.3647",="0",="1275.4751999999999",="1303.5146",="238.7231",="1308.3301000000001",="2242.3540000000003",="1437.8781999999999",="154.5914",="0",="1311.8161",="1480.4508",="1613.7117",="1581.6815000000001",="3647.5375000000004",="0",="587.1847",="0",="0",="367.4021",="13.9656",="1011.8027",="227.4959",="59.546",="178.1354",="0",="0",="687.8119",="19.0965",="0",="0",="0",="0",="0"
="SEZ",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="73.1386",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="198.1226",="0",="0",="0",="0",="0",="1290.131",="0",="0",="0",="0",="0",="639.5238",="0",="0",="0",="0",="0",="0",="0",="0",="92.4484",="0",="0",="519.1819",="0",="385.3907",="404.1141",="0",="0",="0",="1006.8333",="0",="1493.6731",="0",="0",="838.8926",="625.9158",="0",="0",="0",="1338.4267",="0",="0",="0",="0",="0",="2070.8447",="212.2755",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3279.3711",="0",="310.2986",="0",="0",="0",="0",="0",="0",="0"
="AUDd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="186.9029",="0",="0",="0",="0",="926.1499",="0",="0",="0",="0",="0",="0",="0",="976.8761",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="110.6157",="0",="0",="280.633",="61.2941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="389.9158",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="88.5338",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.7675",="0",="0",="0",="0",="0",="0",="0",="545.0597",="0",="0",="203.612",="0",="419.2893",="0",="0",="22.3896",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="247.3043",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="62.8649",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="834.6631",="0",="311.3805",="0",="0",="581.9371",="0",="0",="0",="0",="0",="0",="0",="597.5118",="0",="0",="0"
