 ,221057_135,221057_154,221057_160,221481_118,221481_258,221701_050,221701_055,230066_083,230066_125,231687_007,233379_034,233379_047,233379_114,233379_115,233379_124,233379_131,233668_046,233668_061,233668_075,233668_096,233795_009,221090_095,221090_097,221090_098,221091_154,221417_015,221417_016,221418_128,221418_129,221418_139,221478_278,221480_100,221702_004,231685_255,231685_273,233379_030,233379_036,233379_040,233379_097,233379_102,233379_107,233379_109,233379_118,233379_130,233379_142,233380_092,233380_093,233666_139,233666_190,221090_093,221091_113,221091_125,221091_141,221418_001,221418_127,221418_131,221418_132,221418_135,221418_136,221418_138,221418_150,221426_062,221479_170,221479_185,221479_236,221481_137,221515_017,231685_244,231687_014,233379_123,233666_049,233666_201,233667_154,233667_217,233667_256,233667_269,233667_289,233667_297,221065_081,221065_082,221091_171,231687_028,233284_183,233667_270,233668_104,221365_072,233666_146,233667_136,233667_171,233667_218,233667_221
="RSPv1",="43.9976",="96.6028",="0",="0",="0",="1159.4483",="0",="294.6913",="0",="0",="0",="0",="0",="0",="123.7591",="0",="0",="0",="0",="0",="407.6065",="0",="106.0312",="745.9231",="3408.7825",="144.9333",="4989.8822",="66.4226",="0",="152.52710000000002",="2565.4828",="6369.8409",="328.3012",="42.7927",="405.7086",="0",="205.5579",="0",="226.8718",="0",="0",="1266.8035",="0",="292.9318",="0",="0",="0",="0",="0",="0",="217.6348",="0",="54.1671",="592.1933",="270.3842",="0",="194.7519",="0",="0",="0",="0",="1742.7985",="0",="894.4109",="719.123",="2284.5175",="0",="503.4534",="3401.4973",="0",="578.2363",="0",="0",="0",="0",="0",="0",="0",="1331.2019",="10.3447",="0",="325.9914",="119.4785",="0",="0",="0",="4232.7095",="0",="301.9164",="0",="0"
="RSPv2/3",="933.5529",="0",="0",="0",="0",="888.5338",="0",="723.8219",="0",="0",="0",="0",="0",="7.1579",="111.945",="0",="0",="0",="0",="0",="1693.6239",="0",="239.1807",="1596.0556",="1433.7769",="395.2272",="3494.0755",="121.1224",="0",="326.34720000000004",="275.8776",="15.8406",="4094.6258",="9.6642",="0",="0",="89.8632",="0",="1.7362",="34.4726",="40.9582",="568.4841",="0",="131.8227",="0",="0",="0",="14.97",="0",="0",="21.8003",="16.1211",="106.4468",="0",="550.7772",="0",="289.5912",="0",="0",="43.8709",="0",="382.4142",="0",="268.2928",="78.0668",="1137.2545",="0",="0",="936.0527",="0",="0",="0",="0",="0",="0",="0",="0",="0",="102.2795",="1548.567",="270.4068",="51.0385",="0",="0",="0",="0",="3348.2569",="0",="330.9564",="0",="0"
="RSPv5",="141.5955",="8.6411",="73.3507",="0",="0",="615.549",="226.3213",="1074.6518",="68.8737",="101.6708",="0",="0",="0",="315.3843",="218.1852",="0",="16.9623",="0",="115.2586",="0",="179.6712",="119.9621",="282.645",="398.4413",="416.543",="962.7249",="2650.4754",="166.8034",="135.1311",="1230.2946000000002",="76.4066",="215.6929",="3544.1724",="0",="0",="507.678",="1056.0712",="133.8497",="0",="199.8528",="829.39",="2487.7769000000003",="0",="396.5868",="0",="0",="0",="310.0295",="0",="113.9739",="0",="203.2952",="453.8618",="0",="677.5745",="124.8716",="469.719",="221.2497",="285.7079",="0",="0",="2248.3238",="1658.4387",="1610.6066",="0",="5308.9413",="1227.6453000000001",="0",="519.1104",="759.3387",="0",="0",="0",="0",="0",="0",="0",="0",="304.6008",="1142.0111",="1493.388",="293.3789",="271.2315",="95.6141",="0",="1395.2324",="7562.4965",="306.8385",="1099.1849",="5.1446",="0"
="TEa5",="758.8947",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="502.4924",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1005.2105",="0",="0",="0",="0",="0",="0",="0",="211.6741",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="324.0225",="0",="0",="0",="0",="0",="0",="575.2946",="306.71",="0",="0",="0",="0",="0",="0",="0",="0"
="VISp6a",="0",="838.8304",="1498.1785",="1666.1597000000002",="2161.9712",="1621.7694",="1927.3673",="1913.9878",="1511.8483",="0",="262.1728",="973.3705",="795.006",="789.3242",="1132.986",="856.9543000000001",="1643.9314",="1261.9582",="1975.0774000000001",="643.7376",="485.9423",="2041.8267",="343.948",="3423.6131",="3427.6189",="4194.3148",="2282.296",="1976.3313",="3069.3176",="2989.3728",="1959.5914",="2123.7427",="1567.623",="4304.0548",="3027.0169",="1007.3084",="621.59",="1777.5436",="1456.7189",="658.4313",="1256.1595",="1631.836",="588.1462",="1554.8952",="980.2941000000001",="1827.7071",="2254.096",="635.2622",="1632.3513",="2257.3929",="2610.286",="1403.0287",="651.3399000000001",="2615.8211",="1218.4795",="1844.0993",="2092.0471",="2409.3642",="1000.8441",="2464.6344",="1372.202",="8118.5725999999995",="2497.3542",="3471.62",="1109.4235",="133.788",="5903.0616",="1082.6478",="1441.4027",="1220.1485",="19.4702",="1811.3464",="20996.4983",="2075.9533",="3344.9435",="6151.8135999999995",="3137.8954",="1755.0979",="8231.8002",="19597.468",="6395.3923",="14568.231600000001",="4785.3327",="20640.4656",="4457.5429",="1221.0399",="1422.9725",="815.9839",="1950.834",="1374.9019",="1212.9847"
="VISpm1",="0",="83.5278",="124.9234",="0",="0",="1290.1137",="2351.7843",="0",="198.2615",="0",="0",="0",="0",="0",="1304.6673",="0",="0",="0",="0",="74.2728",="0",="198.6423",="804.0022",="927.0973",="195.232",="398.6508",="83.5673",="282.3932",="223.8518",="205.3631",="0",="357.8246",="0",="4830.9261",="3218.141",="0",="820.9525",="336.81190000000004",="3824.567",="971.2398",="39.1651",="206.5143",="0",="1374.7965",="0",="0",="0",="593.0516",="0",="0",="0",="3771.9695",="4789.513",="3957.0136",="1440.3859",="650.4659",="5765.2672999999995",="974.9999",="1423.3902",="0",="510.8542",="1294.7217",="440.7562",="1951.6651",="6813.7461",="0",="1317.7138",="3334.428",="1622.0689",="169.0203",="145.4227",="722.4549",="1182.4174",="72.6004",="18.4631",="0",="1064.3095",="0",="0",="0",="49.1237",="0",="4637.5494",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm2/3",="0",="396.6567",="0",="0",="0",="2.7838",="1488.6707",="0",="107.6511",="0",="0",="0",="0",="0",="1056.8661",="0",="0",="0",="0",="0",="0",="0",="658.5095",="1017.9666",="140.7058",="73.4242",="138.5718",="149.643",="194.6548",="1997.5098",="0",="46.0382",="0",="2126.6564",="3459.794",="0",="813.1922",="0",="1383.1059",="930.6612",="326.8798",="153.9542",="0",="268.8429",="0",="0",="0",="0",="0",="0",="709.8784",="2135.8925",="3316.3123",="2677.9359",="2749.3789",="3352.3358",="8173.4653",="539.3848",="1379.5261",="302.7307",="1339.5511999999999",="2642.3635",="1195.058",="2052.2207",="1231.6929",="0",="2349.0438",="2287.4209",="1422.8284",="1197.6863",="379.2993",="513.442",="417.551",="6.8652",="169.1534",="0",="289.6784",="0",="0",="0",="478.8135",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpm5",="0",="475.8559",="991.7624",="0",="0",="0",="2447.7934",="350.9562",="1652.4607",="0",="0",="0",="0",="0",="1044.5349",="0",="0",="0",="316.2421",="0",="0",="0",="468.1391",="295.1025",="64.8707",="0",="0",="0",="1293.4637",="1662.3598",="0",="0",="58.1247",="189.554",="532.8549",="0",="0",="0",="988.1631",="504.1344",="59.9151",="1611.1186",="0",="510.2862",="0",="193.8782",="0",="163.4113",="0",="0",="0",="1276.0122",="3708.5732000000003",="1519.8377",="1416.964",="3872.9487",="5190.2442",="2159.2718",="493.4608",="558.1707",="0",="742.4321",="980.2144",="2345.8938",="2338.3527",="288.2935",="2330.2965",="1395.0841",="306.8736",="1326.5241",="878.9948",="322.1785",="1013.0493",="306.7156",="113.088",="0",="0",="0",="0",="0",="271.9585",="0",="411.9804",="0",="0",="332.1191",="0",="0",="0",="0",="0"
="VISpm6a",="0",="225.4226",="21.5242",="0",="0",="522.5278",="344.126",="0",="0",="0",="0",="0",="0",="0",="370.0134",="0",="0",="0",="641.9646",="131.7241",="0",="751.8748",="0",="602.9443",="97.3171",="0",="402.859",="728.8249",="48.7493",="497.6971",="418.3268",="207.8471",="628.2176",="278.2972",="0",="0",="892.969",="475.3454",="725.6276",="119.9057",="0",="0",="0",="575.6867",="235.7556",="770.1344",="0",="0",="0",="0",="83.5813",="12.1164",="50.2064",="0",="0",="888.8251",="416.2417",="560.7939",="244.6606",="645.6653",="386.0163",="1408.643",="394.4664",="813.0295",="113.0757",="0",="1751.1492",="0",="229.7714",="414.7055",="0",="0",="630.9569",="0",="0",="598.3872",="22.333",="0",="0",="423.54220000000004",="320.4251",="0",="986.7041",="0",="0",="0",="0",="0",="369.4429",="0",="0"
="VISpm6b",="0",="60.0622",="0",="25.2355",="0",="442.2721",="262.9362",="0",="0",="0",="0",="0",="0",="0",="28.1664",="0",="0",="0",="90.7511",="90.4363",="0",="0",="0",="47.9887",="0",="0",="114.1063",="110.651",="105.8273",="0",="34.8681",="278.0843",="0",="242.8051",="0",="0",="200.9725",="0",="323.2521",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="64.0326",="536.2246",="171.5854",="0",="0",="0",="0",="305.4809",="17.828",="0",="168.7915",="481.2773",="180.0312",="113.6075",="128.1574",="0",="19.44",="169.6467",="0",="0",="0",="0",="0",="0",="0",="0",="90.9455",="0",="0",="38.461",="428.4814",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="APr",="0",="1814.0512",="0",="0",="11.9487",="0",="0",="574.1565",="0",="0",="0",="0",="0",="0",="0",="0",="723.5563",="58.9877",="134.6878",="0",="75.5418",="0",="0",="0",="6667.829",="5312.1138",="14002.4568",="0",="0",="3325.5643",="0",="1737.0285",="0",="0",="1649.8626",="954.1618",="0",="0",="3272.6194",="0",="3637.6334",="0",="0",="0",="0",="0",="0",="729.1306",="0",="0",="72.7519",="0",="9694.1966",="0",="0",="831.4235",="0",="0",="5890.4211",="0",="0",="489.3098",="0",="8626.0682",="0",="0",="0",="0",="0",="0",="19634.4228",="6828.861",="56.5037",="1382.4484",="0",="0",="243.6436",="0",="3800.7354",="0",="6652.8811",="2559.2222",="0",="315.5628",="585.3887",="0",="45.9047",="0",="0",="0",="0"
="VISl6a",="0",="0",="1232.5816",="0",="0",="0",="358.9476",="0",="0",="0",="0",="73.9993",="0",="0",="0",="0",="0",="1044.157",="0",="0",="0",="42.6889",="0",="0",="828.2313",="413.5051",="0",="0",="0",="42.336",="0",="0",="1160.4233",="359.6583",="675.3469",="0",="0",="337.2898",="0",="0",="0",="452.0379",="0",="1294.2747",="0",="0",="67.9416",="285.8591",="529.2149",="118.5629",="0",="0",="0",="0",="0",="0",="1087.6556",="656.7072",="0",="1273.7175",="0",="0",="0",="3.8743",="442.8832",="0",="1707.1737",="0",="0",="577.7005",="0",="1068.406",="1431.7171",="0",="1158.4679999999998",="1056.6948",="666.2442",="203.2013",="384.3665",="132.3789",="0",="2314.013",="16.0923",="3622.6713",="0",="0",="0",="0",="0",="0",="0"
="VISpor6a",="0",="0",="20.0696",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="429.2936",="0",="0",="438.6212",="0",="0",="0",="330.6052",="0",="0",="0",="0",="0",="0",="0",="0",="380.8353",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1032.2307",="0",="0",="0",="128.1247",="238.6297",="0",="0",="93.9215",="0",="0",="0",="0",="217.3497",="0",="0",="0",="0",="0",="0",="0",="4.3053",="0",="0",="0",="0",="243.3485",="0",="2175.4033",="419.6326",="382.1753",="734.6374",="0",="0",="0",="335.5148",="110.5057",="0",="1168.27",="0",="1956.5669",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="0",="157.2995",="0",="0",="15413.8983",="0",="0",="0",="0",="0",="0",="0",="0",="977.9977",="0",="257.3766",="0",="0",="0",="2322.5262",="0",="0",="571.4991",="19034.4041",="2068.0837",="4881.1187",="0",="0",="1052.3504",="11614.6549",="9945.1478",="1424.5353",="945.7485",="9276.1134",="403.2374",="1892.4681",="2361.6279",="5796.791",="683.289",="1828.869",="0",="0",="49.3923",="0",="387.9345",="0",="306.4696",="0",="0",="2936.0758",="9006.8272",="8212.6521",="6842.4204",="9880.7137",="2211.8731",="1391.161",="0",="302.5308",="2916.9024",="2954.252",="421.0718",="1284.0566",="9662.6497",="5539.4812999999995",="2408.0967",="0",="19527.6627",="5649.4368",="0",="3601.732",="1335.0653",="0",="1246.8825",="0",="0",="688.8003",="0",="4588.2449",="0",="2497.0782",="50.9681",="0",="88.167",="0",="0",="0",="0",="0",="0",="0"
="VISa2/3",="0",="0",="43.0699",="0",="0",="0",="0",="0",="61.9096",="36.6069",="0",="0",="0",="0",="291.2025",="0",="0",="0",="0",="0",="0",="0",="0",="232.0579",="0",="112.8676",="0",="905.5592",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="723.7293",="0",="0",="0",="0",="0",="181.3532",="0",="0",="0",="0",="0",="0",="0",="0",="580.0315",="335.9515",="7173.159",="261.863",="291.1894",="0",="1241.3644",="0",="7686.0012",="0",="0",="0",="0",="0",="0",="0",="2750.856",="0",="0",="0",="0",="0",="0",="65.2024",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISam6b",="0",="0",="0",="74.9027",="0",="0",="126.9819",="0",="0",="0",="0",="0",="92.468",="70.112",="266.9774",="0",="0",="0",="0",="0",="0",="0",="0",="51.1215",="0",="0",="0",="622.7484",="0",="0",="0",="13.846",="0",="0",="0",="0",="92.2592",="0",="155.0516",="80.8354",="0",="0",="0",="11.9072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="124.8365",="0",="0",="0",="245.91770000000002",="520.6344",="0",="0",="0",="47.6188",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="64.8883",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISp6b",="0",="0",="0",="148.6611",="277.7828",="834.7719",="617.0975",="1003.1499",="202.8117",="0",="56.8002",="228.55599999999998",="273.7127",="444.2354",="137.0233",="142.5896",="11.0257",="34.895",="497.3505",="282.8247",="123.417",="633.3378",="183.7668",="169.8521",="378.2827",="1659.213",="750.9509",="314.8123",="147.3224",="321.9719",="129.8829",="893.8833",="0",="362.401",="1816.7698",="450.8772",="608.2514",="515.2963",="414.9527",="338.1228",="550.0315",="67.9158",="620.7728",="1197.3233",="154.2101",="601.0641",="85.7904",="0",="278.9023",="664.3279",="542.415",="150.7129",="88.3251",="664.2487",="186.0028",="202.5745",="398.6809",="167.7378",="123.4775",="201.0732",="356.7768",="555.9354",="767.7781",="873.46",="1956.7099",="0",="1089.0166",="291.4134",="609.6953",="132.6085",="0",="233.4323",="986.3867",="401.4396",="1613.5136",="710.6216",="1370.1057",="1108.6239",="1941.9078",="1788.2250000000001",="328.656",="4118.3803",="2771.5366",="2138.1946",="234.9354",="108.4781",="328.0372",="355.0967",="181.7894",="137.7445",="161.3505"
="VISpm4",="0",="0",="0",="44.9978",="0",="0",="455.2459",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="131.6789",="349.0028",="0",="0",="0",="0",="0",="263.3382",="0",="114.9314",="0",="0",="178.2777",="0",="224.8869",="0",="1326.6893",="88.94",="845.247",="165.9584",="0",="21.1626",="0",="153.8056",="0",="0",="0",="0",="0",="248.4873",="684.7148",="478.6405",="1107.7117",="1125.4142",="1965.0765000000001",="1010.0789",="534.3561",="0",="34.5719",="1909.2263",="12.37",="1101.5089",="702.1669",="0",="2064.0654",="1015.138",="270.5939",="379.0577",="131.0103",="5.8892",="177.5863",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6b",="0",="0",="0",="38.9814",="167.5735",="0",="163.2472",="0",="0",="0",="0",="140.0638",="290.7632",="241.8387",="37.0919",="27.7087",="270.4281",="46.4057",="0",="0",="91.6565",="0",="0",="0",="43.0476",="0",="181.9982",="0",="0",="0",="0",="0",="0",="0",="42.501",="100.916",="0",="0",="0",="284.2504",="0",="283.8266",="389.5532",="0",="242.6532",="0",="0",="7.8363",="0",="3.9826",="0",="0",="0",="0",="59.0999",="0",="182.8324",="0",="0",="0",="84.5064",="0",="63.0282",="58.4716",="0",="249.73669999999998",="280.5589",="132.4148",="12.7594",="255.3293",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="43.9077",="63.7124",="0",="0",="0",="0",="0",="178.8216",="0",="0",="0"
="RSPv6b",="0",="0",="0",="433.5911",="18.689",="0",="0",="0",="0",="0",="31.3731",="16.1112",="384.5689",="0",="0",="41.802",="47.6939",="0",="0",="0",="10.0642",="0",="0",="170.8775",="39.3207",="41.2324",="38.7014",="0",="0",="49.8593",="0",="55.4234",="0",="0",="0",="216.8942",="0",="78.6548",="0",="198.3743",="0",="202.6906",="350.3724",="0",="376.2924",="57.5095",="82.1791",="9.841",="0",="119.7355",="0",="0",="0",="0",="179.1487",="46.3851",="179.3296",="333.1579",="0",="0",="0",="140.6288",="76.3054",="0",="0",="527.9512",="20.4239",="0",="41.3018",="215.6393",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8.2315",="0",="0",="0",="0",="0",="0",="2.1998",="0",="0",="0"
="VISa5",="0",="0",="0",="252.4905",="0",="0",="0",="0",="305.9213",="494.6051",="0",="0",="0",="0",="31.0911",="0",="0",="0",="0",="0",="0",="0",="0",="18.3622",="0",="27.7415",="0",="593.3148",="678.0945",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="554.2137",="0",="0",="0",="0",="0",="0",="0",="0",="108.9795",="0",="1293.7645",="0",="433.8228",="454.8489",="128.1121",="165.3045",="1945.7702",="0",="0",="0",="0",="0",="0",="0",="825.3431",="0",="0",="0",="0",="104.5359",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="199.2088",="0",="0",="0",="0",="0"
="VISa6b",="0",="0",="0",="102.2489",="0",="0",="350.477",="0",="0",="0",="0",="0",="0",="133.4404",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.3304",="0",="1021.3933",="0",="285.2597",="22.9022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="332.3692",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="666.5281",="0",="158.3128",="0",="0",="0",="0",="24.1476",="0",="0",="0",="494.5861",="140.4014",="0",="0",="0",="357.5712",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl1",="0",="0",="0",="71.6576",="0",="0",="0",="0",="0",="1933.4146",="0",="95.5175",="342.7536",="118.1498",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="220.2424",="585.2678000000001",="154.9047",="0",="0",="0",="0",="771.7567",="0",="57.104",="0",="0",="0",="0",="310.6875",="0",="0",="0",="0",="0",="2204.1903",="0",="0",="0",="0",="59.6582",="0",="0",="0",="1043.8799",="0",="0",="0",="0",="0",="0",="2212.0623",="886.164",="320.4957",="0",="0",="1501.1048",="28.6922",="0",="3659.2206",="2654.5279",="0",="1176.1358",="0",="0",="0",="0",="0",="0",="0",="105.5872",="0",="0",="2886.9085",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl2/3",="0",="0",="0",="1683.142",="0",="0",="0",="0",="0",="8335.927800000001",="0",="443.1249",="2441.6075",="1304.1805",="0",="0",="0",="0",="0",="0",="0",="86.4883",="0",="0",="59.5599",="331.76059999999995",="38.2568",="0",="0",="0",="0",="841.1468",="0",="0",="0",="0",="0",="156.0247",="0",="0",="0",="0",="0",="0",="1423.0467",="0",="0",="0",="0",="173.9681",="0",="0",="0",="667.4284",="0",="0",="0",="0",="0",="0",="14.3219",="698.3346",="550.0893",="0",="0",="980.0649",="0",="0",="1798.3518",="1068.8632",="0",="1277.1566",="0",="0",="0",="0",="0",="0",="0",="1550.6963",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl4",="0",="0",="0",="296.809",="0",="0",="0",="0",="0",="1438.2124",="0",="431.2172",="2650.5211999999997",="433.1532",="0",="0",="0",="0",="0",="0",="0",="222.6078",="66.2391",="98.3896",="147.8164",="529.0473999999999",="101.5061",="0",="0",="0",="0",="1305.2735",="0",="48.8788",="0",="0",="0",="0",="0",="0",="0",="0",="816.8598000000001",="66.7308",="247.9404",="0",="0",="0",="0",="24.3938",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="866.7472",="168.8992",="0",="0",="561.7402",="0",="25.0893",="1164.6137",="370.9489",="0",="125.8129",="0",="0",="0",="0",="0",="0",="0",="473.4862",="0",="0",="133.6547",="0",="0",="0",="0",="0",="0",="0",="0"
="VISrl5",="0",="0",="0",="1434.8659",="0",="0",="0",="0",="0",="3744.4860000000003",="0",="63.0328",="2483.4856999999997",="389.7835",="0",="0",="0",="136.6366",="0",="0",="369.0041",="349.5752",="8.4881",="54.8166",="257.2278",="57.2706",="154.3292",="0",="0",="0",="0",="1448.9537",="0",="0",="0",="17.3612",="0",="0",="313.6319",="0",="0",="0",="541.0953",="0",="854.6675",="0",="0",="0",="0",="967.0198",="0",="0",="0",="0",="0",="0",="0",="0",="0",="894.1929",="0",="2640.4682000000003",="56.6709",="0",="0",="988.835",="21.0598",="0",="1598.739",="120.3718",="0",="623.1422",="0",="0",="0",="0",="0",="0",="0",="1515.3304",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="fp",="0",="0",="0",="1075.5158000000001",="3212.9407",="1241.7247",="0",="415.3003",="0",="2919.8241",="548.8377",="475.0002",="421.4334",="111.599",="0",="1954.138",="3065.0665",="4964.6561",="3589.1706000000004",="1876.9007",="1204.7467",="1883.3661000000002",="3133.1034",="1349.1567",="5483.2603",="5233.893599999999",="7173.7880000000005",="469.2146",="192.5857",="663.0019",="1638.2423",="3283.5515000000005",="0",="493.0675",="2571.4750000000004",="1647.2741999999998",="1372.0408",="731.6147",="0",="256.1935",="1814.9648",="150.2868",="1382.4063",="2881.3947",="510.2024",="802.7668",="712.4204000000001",="0",="6441.8161",="1867.7964",="3610.6049000000003",="1485.412",="2985.4196",="1061.3164",="2317.2853",="1520.0363000000002",="2551.805",="1532.3528999999999",="2790.6618",="2750.9119",="844.2996999999999",="1527.7144",="914.5813",="699.3684",="5264.919",="1470.4864",="2710.9357",="1090.8994",="3611.3913999999995",="936.9133",="0",="5079.7600999999995",="1440.6836",="106.9541",="2514.1843000000003",="2398.7275",="3827.0946",="7580.245199999999",="494.786",="3764.4498000000003",="3592.0801",="7532.11",="0",="452.5235",="531.6542",="0",="2188.9537",="1768.1636",="1435.1322",="2374.9165",="2187.1041"
="ccs",="0",="0",="0",="1248.9529",="0",="929.1692",="0",="0",="0",="1442.2278",="1670.0438",="946.7475999999999",="1329.062",="1015.1355",="0",="895.8171",="0",="0",="358.9187",="0",="679.6922",="1032.8388",="1516.9189",="2623.1041",="459.83000000000004",="1034.836",="1979.498",="415.6273",="100.7842",="218.0733",="842.5267",="1884.3271",="0",="1266.1882",="1394.0696",="1138.5043",="483.7161",="1710.3827999999999",="0",="1725.4706",="1172.0391",="0",="3830.2394",="987.4961000000001",="2166.6416",="650.9039",="885.8683",="0",="729.7327",="1907.5124",="2003.2132",="1510.3841",="3415.2245000000003",="2320.0739",="1400.9101",="3189.1588",="1761.8493999999998",="1945.8247999999999",="2789.5069999999996",="0",="1387.2756",="2223.0675",="3226.8122000000003",="0",="1275.4751999999999",="1303.5146",="238.7231",="1267.1449",="1308.3301000000001",="2242.3540000000003",="0",="1437.8781999999999",="154.5914",="0",="1311.8161",="1613.7117",="1581.6815000000001",="3647.5375000000004",="0",="587.1847",="1655.1522",="108.9999",="0",="367.4021",="0",="880.9521",="98.2705",="58.9279",="0",="11.7636",="37.5045"
="or",="0",="0",="0",="588.8946",="0",="484.0751",="754.3373",="241.4228",="1520.6345",="1215.8753",="608.192",="2876.6137",="1944.9976",="2086.1477",="233.8164",="1644.529",="0",="786.9331",="528.7039",="0",="3946.9493",="2420.7631",="4304.1069",="2487.7843",="3290.5402",="2451.6866",="2859.0447",="412.2622",="69.2631",="1465.3212",="1408.0138",="4657.2969",="0",="3081.3319",="2614.2788",="2472.673",="923.2669",="2870.1365",="573.6421",="1600.2029",="2418.0038",="698.6826",="1754.937",="2667.3394",="1786.2441",="1399.5799",="425.6941",="100.5258",="2622.2739",="1653.4178",="2807.9768",="62.1743",="0",="2018.158",="731.381",="117.2607",="1109.918",="301.9764",="1009.6979",="13.8441",="599.5716",="3258.4158",="2669.0135",="711.2311",="1437.1105",="425.0772",="80.0051",="2650.8603",="570.6668",="2374.6845",="0",="2495.3876999999998",="1100.1611",="1071.7925",="873.9839999999999",="4715.2742",="4767.5892",="6519.845499999999",="2440.209",="1019.0716",="773.615",="4891.898999999999",="1726.1906",="5010.7238",="0",="1001.0619",="1359.8619",="1229.3065",="1957.0315",="1427.6582",="1619.3011"
="cing",="0",="0",="0",="2341.2861",="1297.0001",="1235.0607",="40.9236",="237.437",="0",="577.0548",="1589.766",="2766.6645",="1745.4638",="1672.8517000000002",="334.9121",="2512.0131",="0",="0",="1789.7449",="843.7362",="792.4275",="1443.0989",="962.8042",="2269.9087",="794.1985",="454.4191",="1405.2079999999999",="2408.5946",="1484.4087",="2747.2634",="769.8851",="1983.6338",="0",="3114.0512",="2885.3642",="2621.9622",="2681.4718000000003",="1552.0005999999998",="310.2528",="1822.7970999999998",="1564.9324",="1626.6093",="884.8041999999999",="553.4247",="2047.5099",="1838.0073",="2836.2327999999998",="0",="1257.9383",="1276.8785",="468.27389999999997",="1714.6207",="2879.2491",="682.636",="1862.0765000000001",="2260.2538999999997",="5748.3837",="1915.2849",="924.0292999999999",="794.6791",="2493.7679",="2082.0586000000003",="2661.815",="1240.082",="1835.4724",="3179.4047",="1610.9912",="368.8932",="1494.3422",="1401.9214",="0",="1421.6672",="1156.7676",="236.5688",="1628.778",="1084.5311",="2851.9049",="1609.7936",="0",="348.78319999999997",="3166.8284000000003",="0",="0",="1254.6752",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="312.1899",="612.2028",="131.3641",="54.3849",="523.5389",="9.6351",="0",="346.8121",="517.7178",="563.8874000000001",="371.4114",="351.2536",="493.60310000000004",="777.0494",="902.8814",="821.8113999999999",="446.4109",="0",="337.8446",="93.8055",="636.2401",="783.5476",="5.6736",="852.8243",="457.3243",="312.6207",="362.3997",="571.3314",="435.4916",="0",="437.0775",="719.3594",="158.6322",="570.9917",="287.2303",="838.5817",="306.913",="368.1385",="327.3785",="569.0811",="1565.1461",="526.7335",="340.9195",="582.6263",="0",="215.8127",="390.779",="408.0003",="345.735",="235.0878",="971.0285",="339.5005",="371.5561",="830.3731",="1245.9393",="501.6237",="395.1471",="244.6879",="566.0073",="206.3165",="417.1916",="413.6809",="1342.0843",="871.3831",="344.2078",="0",="138.4637",="0",="478.6646",="341.4272",="394.9628",="1977.0321",="605.7969",="2501.1053",="1981.5776",="76.6614",="952.5642",="125.0912",="4019.5622000000003",="303.6498",="995.1091",="614.7787",="0",="0",="0",="0",="0",="0"
