 ,221057_071,221057_090,221057_098,221057_107,221057_155,221057_156,221057_160,221364_052,221364_080,221364_081,221364_082,221364_083,221364_084,221364_085,221364_086,221364_087,221479_168,221479_216,221481_118,221481_256,221481_507,221481_513,221481_538,221701_039,221701_055,221701_057,221701_060,221701_062,221719_052,230066_089,230066_125,231570_009,231570_012,231685_259,231687_007,231687_008,231687_010,231687_016,233379_001,233379_037,233379_049,233379_050,233379_051,233379_052,233379_112,233379_115,233379_122,233379_124,233379_129,233668_076,233668_080,233668_097,233668_130,233668_170,233795_001,233795_072,233795_075,233795_087,233795_124,233795_125,221090_098,221417_015,221418_128,221418_129,221481_198,231686_050,233379_039,233379_040,233379_097,233379_100,233379_102,233379_130,233379_142,233380_036,233380_094,221090_092,221090_094,221090_099,221091_113,221091_141,221418_001,221418_127,221418_131,221418_132,221418_133,221418_135,221418_136,221418_138,221418_150,221426_062,221477_058,221477_059,221479_170,221515_017,231687_014,233285_248,233379_123,233667_256,233667_289,231687_017,233284_183,233285_047,212073_012,221225_015,221365_066,221365_067,221365_068,221365_069,221365_072,221365_081,221426_061,231687_001,231687_002,231687_006,231687_012,233285_040,233285_044,233285_246,221536_026,221536_034,221719_054,233285_039,233285_041,233285_045
="VISrl6a",="0",="0",="0",="277.2757",="0",="0",="0",="311.6767",="0",="0",="438.265",="354.6085",="188.5754",="0",="0",="647.0344",="16.79",="0",="0",="731.1093",="58.6085",="0",="95.169",="0",="0",="144.2385",="0",="0",="258.4388",="0",="0",="479.595",="0",="0",="376.81550000000004",="0",="274.0807",="327.8667",="0",="0",="0",="0",="0",="210.3812",="0",="175.4788",="0",="0",="0",="0",="0",="0",="660.4796",="101.7978",="253.3095",="1054.5866",="108.6961",="0",="264.4036",="43.5047",="605.9195",="0",="0",="717.8927",="313.8421",="17.3205",="0",="0",="463.1653",="0",="0",="0",="0",="91.3214",="0",="649.8537",="1009.4670000000001",="1488.8183",="0",="0",="0",="23.4566",="0",="0",="0",="0",="0",="266.0069",="0",="895.2002",="939.1195",="354.6443",="146.1984",="0",="133.4392",="291.533",="0",="0",="0",="3776.7915",="0",="235.9758",="0",="0",="0",="1191.6994",="357.5113",="568.4797",="0",="0",="244.4299",="907.0352",="0",="861.0294",="704.0071",="471.0691",="0",="0",="0",="0",="0",="484.2698",="0",="0"
="VISl6b",="0",="0",="0",="0",="312.3936",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="157.7725",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3.6107",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="384.5412",="0",="0",="0",="0",="0",="0",="13.7314",="0",="0",="247.3062",="0",="0",="134.5865",="0",="0",="0",="200.4602",="0",="585.2778",="0",="220.6042",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="246.7855",="0",="0",="0",="0",="0",="7.1876",="0",="0",="0",="426.46770000000004",="344.878",="0",="257.8722",="0",="0",="56.0937",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli6a",="0",="0",="0",="0",="317.6575",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="216.4804",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="276.4051",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="713.4854",="0",="0",="0",="0",="0",="185.3744",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="465.8968",="0",="0",="0",="0",="0",="321.0616",="458.4852",="299.0554",="0",="223.7871",="0",="0",="0",="0",="538.9978",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="0",="0",="317.7921",="0",="0",="0",="0",="0",="0",="282.8419",="0",="0",="0",="16.988",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="178.8102",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1005.2105",="0",="0",="0",="477.1379",="2460.9898",="368.8648",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="439.5161",="0",="0",="0",="0",="0",="324.0225",="0",="0",="306.71",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa6a",="0",="0",="0",="0",="253.4344",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="567.0314",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1068.458",="0",="0",="0",="0",="0",="88.5788",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1182.6021",="0",="0",="211.0451",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="scwm",="0",="0",="0",="0",="28.2417",="0",="0",="41.0387",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="312.1899",="0",="0",="0",="0",="377.7322",="54.3849",="0",="171.3924",="0",="0",="11.2959",="9.6351",="0",="0",="0",="0",="0",="0",="0",="13.1427",="0",="201.1444",="289.9729",="0",="0",="0",="371.4114",="0",="351.2536",="249.7213",="0",="0",="0",="0",="0",="619.4886",="113.5101",="0",="0",="149.4289",="0",="636.2401",="5.6736",="457.3243",="312.6207",="163.4094",="0",="271.3661",="287.2303",="838.5817",="252.0473",="306.913",="1565.1461",="526.7335",="388.1982",="707.1836",="0",="0",="94.5596",="408.0003",="235.0878",="971.0285",="339.5005",="371.5561",="830.3731",="424.404",="1245.9393",="501.6237",="395.1471",="244.6879",="566.0073",="592.9273",="162.0358",="206.3165",="871.3831",="0",="0",="138.4637",="1977.0321",="2501.1053",="761.4925000000001",="303.6498",="3.0258",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="174.9033",="0",="0",="0",="0",="11.9745",="0",="0",="0",="0",="0"
="VISpor5",="0",="0",="0",="0",="0",="0",="220.6627",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="877.3197",="0",="0",="477.5941",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="326.7737",="0",="0",="0",="0",="0",="0",="0",="0",="0",="822.1926",="0",="0",="0",="3337.7224",="0",="0",="0",="0",="1221.3026",="1315.3524",="0",="0",="0",="0",="0",="2.9001",="0",="0",="0",="424.5691",="0",="0",="526.1579",="0",="0",="0",="455.301",="0",="0",="1000.9998",="4.7995",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpor6a",="0",="0",="0",="0",="0",="0",="20.0696",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="908.0929",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="455.3044",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1032.2307",="0",="0",="0",="0",="259.1628",="244.5005",="0",="0",="0",="0",="0",="217.3497",="0",="0",="0",="0",="0",="0",="557.598",="0",="0",="0",="0",="0",="243.3485",="734.6374",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl1",="0",="0",="0",="0",="0",="0",="40.301",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="210.8157",="0",="173.081",="0",="0",="5112.0932",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8614.688",="0",="0",="0",="25.7051",="0",="0",="0",="0",="0",="0",="0",="0",="11123.3833",="5440.2698",="0",="0",="0",="0",="147.9337",="8165.0279",="314.0616",="0",="3913.5905",="0",="0",="4339.5655",="0",="0",="10754.3027",="0",="1755.8682000000001",="10029.3993",="10333.9564",="5159.2629",="601.7912",="4756.6954000000005",="3380.5839",="0",="2022.276",="3229.0597",="5660.314899999999",="0",="1339.4949",="4115.5007",="1190.0933",="551.3732",="3113.5838",="0",="152.4134",="581.8253",="5464.1211",="0",="213.1124",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPagl6a",="0",="0",="0",="0",="0",="0",="1894.9966",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="393.382",="426.0294",="843.4299",="0",="0",="190.5261",="733.5771",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="403.3103",="0",="106.3127",="0",="0",="328.9785",="0",="0",="0",="0",="0",="432.7522",="0",="257.9578",="0",="0",="0",="0",="779.7106",="655.4295",="0",="330.7672",="697.22",="0",="0",="0",="721.0481",="321.7347",="0",="694.7159",="241.1433",="0",="0",="2751.5544",="3206.3659",="541.4364",="0",="477.645",="0",="723.9756",="892.11",="400.3402",="844.26",="58.2498",="1071.2656",="231.3425",="0",="1222.1601",="0",="754.4291",="85.0201",="532.9225",="0",="0",="0",="337.2236",="0",="0",="0",="0",="0",="0",="0",="0",="260.8831",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd1",="0",="0",="0",="0",="0",="0",="157.2995",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="977.9977",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="571.4991",="2068.0837",="0",="0",="0",="0",="0",="2361.6279",="5796.791",="0",="683.289",="49.3923",="0",="774.6509",="0",="0",="4601.4165",="0",="2936.0758",="8212.6521",="6842.4204",="9880.7137",="2211.8731",="1391.161",="3305.5957",="0",="302.5308",="2916.9024",="2954.252",="421.0718",="1447.6421",="7271.6435",="1284.0566",="0",="5649.4368",="0",="0",="0",="688.8003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd2/3",="0",="0",="0",="0",="0",="0",="870.7649",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="458.7243",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="622.7938",="2039.9881",="0",="0",="0",="0",="0",="749.4955",="432.4455",="0",="332.5652",="0",="0",="0",="0",="0",="842.3914",="0",="3017.5496",="2741.2905",="1549.835",="6008.014499999999",="2636.9371",="2941.7286",="2094.1707",="0",="0",="3895.5072",="566.2323",="1194.6338",="1525.7752",="3604.0058",="855.5388",="0",="1418.9313000000002",="0",="0",="0",="355.8141",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd5",="0",="0",="0",="0",="0",="0",="1130.4983",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="397.1374",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1616.52",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="868.2347",="799.4769",="0",="0",="0",="0",="0",="480.8252",="1214.5471",="0",="370.9561",="856.7175",="0",="0",="0",="0",="872.2807",="0",="343.5067",="739.7796000000001",="0",="2600.1854",="1956.7906",="911.5649",="1184.0082",="0",="121.8581",="336.4602",="477.2914",="4069.7505",="339.6288",="1352.7131",="743.438",="109.99860000000001",="1245.1114",="0",="969.8249",="0",="0",="0",="0",="0",="0",="0",="1294.8514",="0",="0",="0",="1993.8649",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPd6a",="0",="0",="0",="0",="0",="0",="416.286",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1008.1585",="0",="0",="0",="0",="538.9678",="577.1481",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="53.2548",="0",="820.2323",="0",="345.9144",="0",="383.332",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="309.6123",="939.6182",="0",="122.0122",="0",="0",="0",="0",="22.9012",="0",="0",="237.5677",="332.4443",="0",="113.1975",="677.8756999999999",="1256.2137",="228.3469",="568.7334",="143.3398",="0",="1030.0692",="3778.5998",="529.4599",="1468.9903",="1418.3957",="3199.3078",="375.9796",="0",="2223.8456",="0",="193.3644",="0",="1637.4539",="0",="0",="0",="1706.3352",="0",="0",="0",="1084.8675",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="RSPv5",="0",="0",="0",="0",="0",="0",="73.3507",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="226.3213",="0",="0",="0",="0",="0",="68.8737",="0",="0",="0",="101.6708",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="315.3843",="0",="218.1852",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="398.4413",="962.7249",="166.8034",="135.1311",="0",="0",="0",="133.8497",="0",="0",="199.8528",="396.5868",="0",="0",="0",="0",="0",="0",="0",="453.8618",="0",="677.5745",="124.8716",="469.719",="0",="221.2497",="285.7079",="0",="0",="2248.3238",="0",="0",="1658.4387",="1227.6453000000001",="519.1104",="0",="759.3387",="0",="0",="0",="271.2315",="0",="0",="0",="0",="0",="0",="0",="1395.2324",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6a",="0",="0",="0",="0",="0",="0",="0",="1912.17",="0",="0",="0",="1872.2772",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="376.0782",="0",="0",="186.4576",="0",="0",="14.6296",="0",="0",="0",="0",="0",="749.028",="0",="0",="0",="0",="0",="645.9039",="0",="0",="0",="0",="132.4974",="0",="0",="0",="625.29",="156.2808",="0",="0",="0",="0",="257.1589",="0",="594.4018",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="613.1274",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="277.1682",="32.1583",="0",="0",="0",="0",="648.9268",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul2/3",="0",="0",="0",="0",="0",="0",="0",="723.3906",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="924.222",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ul4",="0",="0",="0",="0",="0",="0",="0",="89.0692",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="66.5968",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un2/3",="0",="0",="0",="0",="0",="0",="0",="1254.4702",="0",="0",="0",="732.7853",="0",="0",="0",="0",="0",="0",="0",="0",="0",="4208.5205",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="182.9459",="0",="42.6458",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un4",="0",="0",="0",="0",="0",="0",="0",="366.469",="0",="0",="0",="231.7443",="0",="0",="0",="0",="0",="0",="0",="0",="0",="14.563",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="143.6168",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un5",="0",="0",="0",="0",="0",="0",="0",="652.9838",="0",="0",="0",="444.41",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="115.5787",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="fp",="0",="0",="0",="0",="0",="0",="0",="422.9034",="0",="0",="0",="0",="0",="0",="2455.46",="37.1596",="0",="0",="1075.5158000000001",="0",="0",="0",="0",="926.278",="0",="0",="331.1803",="0",="0",="1244.6436",="0",="0",="0",="0",="2919.8241",="0",="3124.941",="1157.4891",="0",="0",="0",="0",="0",="0",="0",="111.599",="0",="0",="0",="93.8993",="76.0525",="0",="307.815",="0",="0",="2529.4773",="0",="0",="0",="0",="1349.1567",="5233.893599999999",="469.2146",="192.5857",="1355.7554",="0",="50.2099",="731.6147",="0",="0",="256.1935",="2881.3947",="510.2024",="1850.5759",="0",="0",="5031.2544",="2317.9074",="3610.6049000000003",="2985.4196",="1061.3164",="2317.2853",="1520.0363000000002",="2551.805",="628.5412",="1532.3528999999999",="2790.6618",="2750.9119",="844.2996999999999",="1527.7144",="2997.4082",="3298.8851",="914.5813",="2710.9357",="3611.3913999999995",="84.2112",="936.9133",="2514.1843000000003",="3827.0946",="3845.0460000000003",="0",="0",="0",="908.0669",="0",="0",="0",="0",="0",="0",="0",="0",="400.9941",="0",="4.6401",="0",="0",="0",="108.5941",="16.4162",="0",="2.2247",="0",="0"
="ccs",="0",="0",="0",="0",="0",="0",="0",="1968.0329",="0",="0",="0",="0",="0",="0",="2664.2189",="0",="0",="0",="1248.9529",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="231.3968",="0",="0",="0",="0",="1442.2278",="0",="3550.9823",="0",="0",="0",="0",="507.1997",="0",="0",="0",="1015.1355",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2626.9303",="0",="0",="0",="0",="2623.1041",="1034.836",="415.6273",="100.7842",="1998.7107",="0",="630.6823",="1710.3827999999999",="0",="0",="1725.4706",="987.4961000000001",="2166.6416",="57.1129",="0",="0",="2128.4276",="3460.6122",="2003.2132",="3415.2245000000003",="2320.0739",="1400.9101",="3189.1588",="1761.8493999999998",="0",="1945.8247999999999",="2789.5069999999996",="0",="1387.2756",="2223.0675",="2882.1778000000004",="2633.3647",="3226.8122000000003",="238.7231",="1308.3301000000001",="213.461",="2242.3540000000003",="1311.8161",="1581.6815000000001",="1972.6705",="0",="0",="1138.3303",="75.222",="1104.6201",="1011.8027",="526.142",="1022.5879",="880.9521",="976.6962",="908.7781",="364.9534",="767.8457",="400.893",="272.0044",="539.4625",="475.0206",="777.1856",="1283.8129",="1870.1118",="783.5623",="844.8833",="1124.6305",="529.6288"
="cing",="0",="0",="0",="0",="0",="0",="0",="310.2298",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2341.2861",="0",="0",="0",="0",="0",="40.9236",="97.9139",="822.542",="0",="0",="101.349",="0",="0",="0",="0",="577.0548",="503.3787",="0",="0",="0",="0",="0",="1301.4042",="0",="0",="0",="1672.8517000000002",="0",="334.9121",="0",="0",="0",="0",="0",="0",="157.1571",="948.9048",="0",="0",="12.5101",="0",="2269.9087",="454.4191",="2408.5946",="1484.4087",="1558.13",="0",="931.7602",="1552.0005999999998",="310.2528",="495.2137",="1822.7970999999998",="553.4247",="2047.5099",="2798.4939999999997",="20.4134",="0",="0",="801.8932",="468.27389999999997",="2879.2491",="682.636",="1862.0765000000001",="2260.2538999999997",="5748.3837",="1298.0813",="1915.2849",="924.0292999999999",="794.6791",="2493.7679",="2082.0586000000003",="246.3519",="270.1578",="2661.815",="1610.9912",="1494.3422",="0",="1401.9214",="1628.778",="2851.9049",="231.886",="0",="25.8919",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="175.2293",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISal4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.1474",="0",="265.6291",="0",="0",="0",="410.367",="36.2735",="0",="0",="0",="18.037",="0",="0",="0",="0",="882.6813",="0",="0",="0",="0",="490.2266",="0",="570.8949",="1120.8194",="0",="0",="0",="305.4566",="0",="0",="0",="0",="0",="0",="808.268",="0",="591.8507",="0",="727.8025",="0",="953.2997",="0",="48.7795",="497.7032",="532.5685",="0",="51.4134",="717.1153",="0",="0",="0",="323.8461",="0",="1496.9395",="437.6355",="0",="0",="0",="965.0819",="0",="0",="221.1625",="534.619",="0",="0",="434.6402",="447.4253",="250.7303",="0",="0",="206.6642",="889.4792",="0",="0",="0",="912.1446",="0",="0",="1000.1325",="0",="149.2194",="0",="0",="0",="563.6598",="0",="0",="0",="0",="0",="200.2568",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-un6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="379.1417",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="336.553",="0",="0",="0",="0",="0",="0",="0",="0",="0",="476.8439",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="161.4089",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="381.4942",="0",="0",="0",="233.6023",="0",="0",="0",="217.7978",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="36.5448",="0",="0",="0",="0",="0",="0",="226.0699",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="262.5286",="194.1844",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="179.8389",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="AUDpo4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="12.4954",="0",="0",="0",="29.8295",="0",="0",="0",="36.6794",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="157.7427",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="176.9507",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
