 ,221057_037,221057_043,221057_050,221057_126,221727_010,221728_092,221728_123,230065_047,230065_065,230065_067,230066_095,230066_098,230105_026,233380_042,233668_030,233668_031,233668_032,233668_034,233668_035,233668_036,233668_041,220191_078,221224_402,221224_404,221421_028,221642_768,221754_025,230110_004,230110_007,231566_045,233379_024,233666_018,233666_028,233666_032,233666_057,233666_066,233666_067,233666_132,233666_245,233667_085,233667_229,233667_300,233282_090,212069_003,212072_022,221224_361,221224_396,221227_111,221227_146,221367_025,221367_029,221526_010,221532_025,221532_043,221532_044,230105_021,231566_046,233379_014,233379_016,233379_017,233379_020,233666_015,233666_019,233666_021,233666_022,233666_023,233666_024,233666_025,233666_026,233666_027,233666_029,233666_030,233666_031,233666_033,233666_046,233666_056,233666_058,233666_059,233666_061,233666_062,233666_064,233666_129,233666_130,233666_131,233666_133,233666_134,233666_135,233666_136,233666_227,233666_228,233666_229,233666_230,233666_231,233666_232,233667_057,233667_064,233667_068,233667_070,233667_076,233667_086,233667_106,233667_109,233667_115,233667_116,233667_117,233667_118,233667_119,233667_120,233667_123,233667_125,233667_127,233667_140,233667_151,233667_207,233667_208,233667_228,233667_230,233667_301,221367_032,233281_100,233281_104,233281_111,233666_020,233666_047,233666_068,233667_153
="dhc",="0",="0",="0",="0",="0",="0",="0",="0",="393.1716",="0",="0",="0",="0",="0",="0",="0",="0",="395.696",="0",="502.4803",="1627.371",="0",="0",="863.7312",="0",="0",="0",="0",="0",="0",="855.3157",="0",="0",="0",="0",="166.3115",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="217.7158",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="439.3387",="0",="804.8023",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="217.9426",="0",="0",="0",="0",="0",="0",="0",="594.7876",="179.0685",="933.4967",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SEZ",="0",="0",="0",="0",="0",="0",="0",="0",="84.6092",="0",="0",="848.4491",="0",="9.3687",="0",="0",="0",="0",="0",="0",="0",="0",="0",="215.7387",="0",="0",="638.1854",="146.5009",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="23.559",="0",="0",="0",="15.3618",="272.4753",="0",="0",="49.2222",="26.802",="470.12",="110.7656",="442.8429",="102.5007",="0",="442.7558",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="340.9486",="0",="598.416",="0",="0",="0",="819.4166",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="PL6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="44.0733",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="325.6023",="1464.1676",="123.1392",="0",="423.4702",="381.8361",="1020.9764",="0",="386.4402",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="780.7007",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="722.5288",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ILA1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="27.7689",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="186.0072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ILA2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="604.1049",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="144.0252",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ILA5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="3622.7659",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="223.3667",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ILA6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="245.0493",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="385.5504",="1107.8507",="1001.3225",="0",="134.944",="0",="723.5287",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTm2",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="9.3973",="0",="0",="0",="0",="152.9855",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="90.6922",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="97.4235",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="86.43",="201.153",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-ll6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="74.8802",="0",="0",="0",="0",="0",="0",="0",="0",="0",="130.3121",="0",="0",="0",="0",="0",="499.3072",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="197.3565",="176.3322",="0",="0",="0",="0",="0",="142.147",="59.1124",="0",="387.6955",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="121.4723",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="MOp6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="47.9677",="0",="0",="0",="0",="0",="0",="0",="0",="453.5496",="72.8964",="93.7283",="219.5008",="601.0751",="0",="0",="451.9546",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="134.9791",="0",="0",="56.216",="0",="0",="0",="0",="0",="0",="242.3816",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="928.8388",="0",="0",="0",="0",="0",="0",="0",="356.7891",="535.978",="0",="643.3156",="0",="1738.8929",="0",="0",="52.3131",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="305.3449",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="272.1874",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSs6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="353.6911",="0",="0",="0",="0",="0",="0",="0",="0",="319.5531",="0",="169.4532",="0",="223.92110000000002",="0",="0",="86.1837",="0",="0",="0",="0",="0",="0",="0",="0",="0",="172.6104",="0",="0",="0",="0",="0",="0",="0",="0",="0",="327.3285",="0",="0",="0",="0",="0",="0",="82.3973",="0",="43.206",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="182.9298",="0",="0",="0",="0",="0",="0",="0"
="VISC1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.3019",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="330.7434",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISC2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="196.3996",="0",="0",="0",="0",="0",="0",="0",="0",="576.6831",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISC4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="6.658",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISC5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="229.185",="0",="0",="0",="0",="0",="0",="0",="0",="166.2238",="0",="0",="0",="533.3291",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISC6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="392.7253",="0",="0",="0",="0",="0",="0",="0",="0",="176.2268",="0",="0",="0",="502.3289",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="406.3391",="0",="0",="0",="0",="0",="0",="0",="0",="1035.1801",="0",="0",="0",="1466.057",="0",="0",="3017.7728",="0",="0",="0",="0",="705.8843",="0",="0",="0",="0",="193.574",="0",="0",="0",="0",="69.4485",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="394.3929",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2273.2887",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2239.2669",="0",="0",="0",="182.993",="0",="172.7107",="0",="0",="491.8138",="0",="0",="0",="884.5186",="0",="0",="2820.0716",="0",="0",="0",="0",="163.7393",="0",="0",="0",="0",="2575.9701",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="101.2603",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1148.4003",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="191.4122",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1063.0081",="0",="0",="0",="0",="0",="113.0211",="0",="0",="150.8501",="0",="0",="0",="678.3062",="0",="0",="520.9781",="0",="0",="0",="0",="104.0389",="0",="0",="0",="0",="1114.511",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="114.0211",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="137.3093",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="138.2414",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="TEa5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="821.3694",="0",="0",="0",="0",="0",="247.3385",="0",="0",="1904.1411",="0",="0",="0",="432.0822",="0",="0",="665.8863",="0",="0",="0",="0",="3295.8833",="0",="0",="0",="0",="3433.7512",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="128.34",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="64.794",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1268.5117",="0",="0",="0",="2281.4998",="183.8593",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT1",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="8.1031",="0",="0",="0",="0",="0",="0",="0",="0",="112.4702",="0",="0",="0",="37.2012",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="565.2931",="0",="180.539",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="591.4057",="0",="0",="0",="0",="0",="0",="0",="0",="237.264",="0",="0",="0",="89.5742",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="31.138",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ECT5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="222.5597",="0",="0",="0",="0",="0",="0",="0",="0",="1067.7367",="0",="0",="0",="42.2785",="0",="0",="0",="0",="0",="0",="0",="585.5354",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="776.1107",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd2/3",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="398.2132",="0",="0",="0",="0",="0",="0",="0",="0",="450.8051",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="275.1426",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="234.8066",="0",="0",="0",="0",="0",="0",="0",="0",="197.1979",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="229.7775",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="493.0989",="0",="0",="0",="0",="0",="0",="0",="0",="251.9635",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="424.44",="0",="0",="0",="0",="0",="1748.54",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="SSp-bfd6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="176.3536",="0",="0",="0",="0",="0",="843.9701",="0",="0",="20.4782",="0",="123.0441",="0",="0",="9.3128",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="927.5489",="0",="0",="0",="0",="0",="0",="855.3592",="3607.752",="1149.6022",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1422.1324",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli4",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="1004.4316",="0",="602.1839",="0",="238.0591",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="132.6806",="0",="39.0931",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="108.6586",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISli5",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="2925.6822",="0",="1839.6647",="0",="2713.2305",="0",="0",="328.7872",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="886.5876",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="10.2133",="0",="0",="0",="0",="0",="0",="0",="175.4303",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="67.2925",="0",="306.3264",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="ENTl6a",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="778.6978",="0",="0",="0",="0",="2004.4211",="0",="0",="0",="348.9912",="0",="0",="0",="447.1374",="0",="0",="0",="327.7966",="0",="0",="0",="0",="0",="767.3196",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="71.1878",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="228.2349",="0",="0",="0",="0",="0",="0",="133.3668",="0",="0",="0",="0",="0",="682.2564",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="VISpl6b",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="56.9154",="0",="0",="225.0956",="0",="64.5079",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="455.8289",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="76.3522",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.9673",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="58.0719",="0",="0",="13.6873",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="18.4321",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
